Reference;Title;CrossRef
Dean, C., Easley, J., Katz, A., Berlocher, S. and Berenbaum, M. (2022). Genetic Structure and Colonization of North America by Depressaria depressana (Fabricius 1775) (Lepidoptera: Depressariidae) over 15 Years Contrasts with Westward Expansion of Depressaria radiella (Goeze, 1783) over 160 Years. Insects, 13(9): 789;Genetic Structure and Colonization of North America by Depressaria depressana (Fabricius 1775) (Lepidoptera Depressariidae) over 15 Years Contrasts with Westward Expansion of Depressaria radiella (Goeze, 1783) over 160 Years;Dean, C., Easley, J., Katz, A., Berlocher, S., Berenbaum, M. (2022). Genetic Structure and Colonization of North America by Depressaria depressana (Fabricius 1775) (Lepidoptera Depressariidae) over 15 Years Contrasts with Westward Expansion of Depressaria radiella (Goeze, 1783) over 160 Years. Insects, 13, 789
Broadley, H., Kelly, E., Elkinton, J., Kula, R. and Boettner, G. (2018). Identification and impact of hyperparasitoids and predators affecting Cyzenis albicans (Tachinidae), a recently introduced biological control agent of winter moth (Operophtera brumata L.) in the northeastern U.S.A. Biological Control. 121: 99-108;Identification and impact of hyperparasitoids and predators affecting Cyzenis albicans (Tachinidae), a recently introduced biological control agent of winter moth (Operophtera brumata L.) in the northeastern U.S.A;Broadley, H., Kelly, E., Elkinton, J., Kula, R., Boettner, G. (2018). Identification and impact of hyperparasitoids and predators affecting Cyzenis albicans (Tachinidae), a recently introduced biological control agent of winter moth (Operophtera brumata L.) in the northeastern U.S.A.. Biological Control, 121, 99-108
Poltavsky, A. and Ilyina, E. (2017). New Finds of Alien Lepidoptera Species in Dagestan. Russian Journal of Biological Invasions. 8(4): 347-350;New Finds of Alien Lepidoptera Species in Dagestan;Poltavsky, A., Ilyina, E. (2017). New finds of alien Lepidoptera species in Dagestan. Russian Journal of Biological Invasions, 8, 347-350
Poltavsky, A. and Ilyina, E. (2017). Glyphodes pyloalis Walker, 1859 (Lepidoptera, Crambidae)‚aîA New Species of Tropical Snout-Moth for the Fauna of Dagestan. Russian Journal of Biological Invasions. 8(1): 101-103;Glyphodes pyloalis Walker, 1859 (Lepidoptera, Crambidae)aA New Species of Tropical Snout-Moth for the Fauna of Dagestan;Poltavsky, A., Ilyina, E. (2017). Glyphodes pyloalis Walker, 1859 (Lepidoptera, Crambidae)a new species of tropical snout-moth for the fauna of Dagestan. Russian Journal of Biological Invasions, 8, 101-103
Braby, M., Bertelsmeier, C., Sanderson, C. and Thistleton, B. (2014), Spatial distribution and range expansion of the Tawny Coster butterfly, Acraea terpsicore (Linnaeus, 1758) (Lepidoptera: Nymphalidae), in South-East Asia and Australia. Insect Conservation Diversity. 7: 132-143;;
Braby, M. (2013). The Tawny Coster Acraea terpsicore in the Northern Territory, a new butterfly for Australia. Nature Territory. Newsletter of the Northern Territory Field Naturalists Club Inc. February 2013, 5.;The Tawny Coster Acraea terpsicore in the Northern Territory, a new butterfly for Australia;Gideon, V., Rufus, K., Vivekraj, P. (2016). Record of New Larval Host Plant for Acraea terpsicore (Tawny coster). International Journal of Advances in Scientific Research, 2, 167
Burghardt, K., Tallamy, D., Philips, C. and Shropshire, K. (2010). Non-native plants reduce abundance, richness, and host specialization in lepidopteran communities. Ecosphere. 1(15): 11;Non-native plants reduce abundance, richness, and host specialization in lepidopteran communities;Burghardt, K., Tallamy, D., Philips, C., Shropshire, K. (2010). Nonnative plants reduce abundance, richness, and host specialization in lepidopteran communities. Ecosphere, 1, 1-22
Cotoras, D. and Pakarati, S. (2023). Detection of the Large White butterfly Pieris brassicae (Linnaeus, 1758) (Lepidoptera, Pieridae) in Rapa Nui (Easter Island). Nota Lepidopterologica. 46: 31-35;Detection of the Large White butterfly Pieris brassicae (Linnaeus, 1758) (Lepidoptera, Pieridae) in Rapa Nui (Easter Island);Cotoras, D., Yancovic Pakarati, S. (2023). Detection of the Large White butterfly Pieris brassicae (Linnaeus, 1758) (Lepidoptera, Pieridae) in Rapa Nui (Easter Island). Nota Lepidopterologica, 46, 31-35
Tatarinova, A. and Kulakova, O. (2023). Expansion and Naturalization of Adventive Butterfly Species (Lepidoptera: Papilionoidea) on the Northeastern Part of the Russian Plain. Russian Journal of Biological Invasions. 14(3): 405-416;Expansion and Naturalization of Adventive Butterfly Species (Lepidoptera Papilionoidea) on the Northeastern Part of the Russian Plain;Tatarinov, A., Kulakova, O. (2023). EXPANSION AND NATURALIZATION OF ADVENTIVE BUTTERFLY SPECIES (LEPIDOPTERA PAPILIONOIDEA) ON THE NORTHEASTERN PART OF THE RUSSIAN PLAIN. Russian Journal of Biological Invasions, 16, 172-187
Frank, J. and McCoy, E. (1992). Introduction to the Behavioral Ecology of Immigration. The Immigration of Insects to Florida, with a Tabulation of Records Published Since 1970. The Florida Entomologist.75(1): 1-28;Introduction to the Behavioral Ecology of Immigration;Frank, J., Mccoy, E. (1992). Introduction to the Behavioral Ecology of Immigration. The Immigration of Insects to Florida, with a Tabulation of Records Published Since 1970. The Florida Entomologist, 75, 1
Hight, S., Carpenter, J., Bloem, K., Bloem, S., Pemberton, R. and Stiling, P. (2002).Expanding Geographical Range of Cactoblastis catorum (Lepidoptera: Pyralidae) in North America. Florida Entomologist. 85(3): 527-529;Expanding Geographical Range of Cactoblastis catorum (Lepidoptera Pyralidae) in North America;Hight, S., Carpenter, J., Bloem, K., Bloem, S., Pemberton, R., Stiling, P. (2002). EXPANDING GEOGRAPHICAL RANGE OF CACTOBLASTIS CACTORUM (LEPIDOPTERA PYRALIDAE) IN NORTH AMERICA. Florida Entomologist, 85, 527-529
Johnson, D. and Stiling, P. (1998). Distribution and Dispersal of Cactoblastis cactorum (Lepidoptera: Pyralidae), an Exotic Opuntia-Feeding Moth, in Florida. The Florida Entomologist. 81(1): 12-22;Distribution and Dispersal of Cactoblastis cactorum (Lepidoptera Pyralidae), an Exotic Opuntia-Feeding Moth, in Florida;Johnson, D., Stiling, P. (1998). Distribution and Dispersal of Cactoblastis cactorum (Lepidoptera Pyralidae), an Exotic Opuntia-Feeding Moth, in Florida. The Florida Entomologist, 81, 12
Queiroz-Santos, L., Casagrande, M. and Specht, A. (2018). Morphological Characterization of Helicoverpa armigera (Hobner) (Lepidoptera: Noctuidae: Heliothinae). Neotropical Entomology. 47: 517-542;Morphological Characterization of Helicoverpa armigera (Hobner) (Lepidoptera Noctuidae Heliothinae);Queiroz-Santos, L., Casagrande, M., Specht, A. (2018). Morphological Characterization of Helicoverpa armigera (Hbner) (Lepidoptera Noctuidae Heliothinae). Neotropical Entomology, 47, 517-542
Boughton, A. and Pemberton, R. (2009). Establishment of an imported natural enemy, Neomusotima conspurcatalis (Lepidoptera: Crambidae) against an invasive weed, Old World climbing fern, Lygodium microphyllum, in Florida. Biocontrol Science and Technology. 19(7): 769-772;Establishment of an imported natural enemy, Neomusotima conspurcatalis (Lepidoptera Crambidae) against an invasive weed, Old World climbing fern, Lygodium microphyllum, in Florida;Boughton, A., Pemberton, R. (2009). Establishment of an imported natural enemy,iNeomusotima conspurcatalisi(Lepidoptera Crambidae) against an invasive weed, Old World climbing fern,iLygodium microphyllumi, in Florida. Biocontrol Science and Technology, 19, 769-772
Davis, D. and Pena, J. (1990). Biology and Morphology of the Banana Moth, Opogona sacchari (Bojer), and its Introduction into Florida (Lepidoptera: Tineidae). Proceedings of the Entomological Society of Washington. 92(4): 593-618;Biology and Morphology of the Banana Moth, Opogona sacchari (Bojer), and its Introduction into Florida (Lepidoptera Tineidae);Yoshimatsu, S., Miyamoto, Y., Hirowatari, T., Yasuda, K. (2004). Occurrence of Opogona sacchari (Bojer) in Japan (Lepidoptera, Tineidae).. Japanese Journal of Applied Entomology and Zoology, 48, 135-139
Heppner, J. (1993). Citrus leafminer, Phyllocnistis citrella, in Florida (Lepidoptera: Gracillariidae: Phyllocnistinae). Tropical Lepididoptera. 4: 49-64;Citrus leafminer, Phyllocnistis citrella, in Florida (Lepidoptera Gracillariidae Phyllocnistinae);Heppner, J., Fasulo, T. (2010). Citrus Leafminer, Phyllocnistis citrella Stainton (Insecta Lepidoptera Phyllocnistinae). EDIS, 2010, 
Meagher, R., Brambila, J. and Hung, E. (2008). Monitoring for Exotic Spodoptera Species (Lepidoptera: Noctuidae) in Florida. Florida Entomologist. 91(4): 517-522;Monitoring for Exotic Spodoptera Species (Lepidoptera Noctuidae) in Florida;Unknown Author (2008). Monitoring for Exotic Spodoptera Species (Lepidoptera Noctuidae) in Florida. Florida Entomologist, , 
Xu, M., Qi, G., Chen, H., Ma, J., Liu, J., Jiang, Y., ... and Hu, G. (2022). Overseas immigration of fall armyworm, Spodoptera frugiperda (Lepidoptera: Noctuidae), invading Korea and Japan in 2019. Insect Science. 29: 505-520;Overseas immigration of fall armyworm, Spodoptera frugiperda (Lepidoptera Noctuidae), invading Korea and Japan in 2019;Wu, M., Qi, G., Chen, H., Ma, J., Liu, J., Jiang, Y., Lee, G., Otuka, A., Hu, G. (2021). Overseas immigration of fall armyworm, iSpodoptera frugiperdai (Lepidoptera Noctuidae), invading Korea and Japan in 2019. Insect Science, 29, 505-520
Mally, R., Turner, R., Blake, R., Fenn-Moltu, G., Bertelsmeier, C., Brockerhoff, E., ... and Liebhold, A. (2022), Moths and butterflies on alien shores - global biogeography of non-native Lepidoptera. Dryad, Dataset. Available at: https://doi.org/10.5061/dryad.31zcrjdnw;;
Turner, R., Blake, R., Mally, R., and Liebhold, A. (2024). International Non-native Insect Establishment Data (0.2.1) [Data set]. Zenodo.;International Non-native Insect Establishment Data (0.2.1) Data set;Unknown Author (None). Data Set S1 Uttl SET Data Set. , , 
Pogue, M. (2013). A review of the Paectes arcigera species complex (Guenee) (Lepidoptera, Euteliidae). ZooKeys. 264: 125–163;A review of the Paectes arcigera species complex (Guenee) (Lepidoptera, Euteliidae);Pogue, M. (2013). A review of the Paectes arcigera species complex (Guene) (Lepidoptera, Euteliidae). ZooKeys, 264, 126-163
Chen, Y., Qu, X., Li, T., Iqbal, A., Wang, X., Ren, X., ... and Zang, L. (2021). Performances of six eupelmid egg parasitoids from China on Japanese giant silkworm Caligula japonica with different host age regimes. Journal of Pest Science. 94: 309-319;Performances of six eupelmid egg parasitoids from China on Japanese giant silkworm Caligula japonica with different host age regimes;Chen, Y., Qu, X., Li, T., Iqbal, A., Wang, X., Ren, Z., Desneux, N., Zang, L. (2020). Performances of six eupelmid egg parasitoids from China on Japanese giant silkworm Caligula japonica with different host age regimes. Journal of Pest Science, 94, 309-319
Men, Q., Chen, M., Zhang, Y. and Feng, J. (2013). Genetic structure and diversity of a newly invasive species, the codling moth, Cydia pomonella (L.) (Lepidoptera: Tortricidae) in China. Biological Invasions. 15: 447-458;Genetic structure and diversity of a newly invasive species, the codling moth, Cydia pomonella (L.) (Lepidoptera Tortricidae) in China;
Zhu, H., Kumar, S. and Neven, L. (2017). Codling Moth (Lepidoptera: Tortricidae) Establishment in China: Stages of Invasion and Potential Future Distribution. Journal of Insect Science. 17(4): 85;Codling Moth (Lepidoptera Tortricidae) Establishment in China Stages of Invasion and Potential Future Distribution;Zhu, H., Kumar, S., Neven, L. (2017). Codling Moth (Lepidoptera Tortricidae) Establishment in China Stages of Invasion and Potential Future Distribution. Journal of Insect Science, 17, 
Pinzari, M., Zerunian, Z. and Pinzari, M. (2018). Is the alien species Clepsis peritana (Lepidoptera: Tortricidae) settling in Italy? Journal of Entomological and Arachnological Research. 50: 7551;Is the alien species Clepsis peritana (Lepidoptera Tortricidae) settling in Italy Journal of Entomological and Arachnological Research. 50 7551;Pinzari, M., Zerunian, Z., Pinzari, M. (2018). Is the alien species Clepsis peritana (Lepidoptera Tortricidae) settling in Italy. Journal of Entomological and Acarological Research, 50, 
Peres-Filho, O., Dorval, A. and Berti-Filho, E. (2002). Ocorrencia de Hyblaea puera (Cramer, 1777) (Lepidoptera: Hyblaeidae) em Teca no Brasil. Bragantia, Campinas. 61(1): 59-60;Ocorrencia de Hyblaea puera (Cramer, 1777) (Lepidoptera Hyblaeidae) em Teca no Brasil;
Raman, A., Muniappan, R., Silva-Krott, I. and Reddy, G. (2006). Induced-defense responses in the leaves of Chromolaena odorata consequent to infestation by Pareuchaetes pseudoinsulata (Lepidoptera: Arctiidae). Journal of Plant Diseases and Protection. 113(5): 234-239;Induced-defense responses in the leaves of Chromolaena odorata consequent to infestation by Pareuchaetes pseudoinsulata (Lepidoptera Arctiidae);Raman, A., Muniappan, R., Silva-Krott, I., Reddy, G. (2006). Induced-defense responses in the leaves of Chromolaena odorata consequent to infestation by Pareuchaetes pseudoinsulata (Lepidoptera Arctiidae). Journal of Plant Diseases and Protection, 113, 234-239
Kluge, R. and Caldwell, P. (1993). Host Specificity of Parachaetes insulata (Lepidoptera: Arctiidae), a Biological Control Agent for Chromolaena odorata (Compositae). Entomophaga. 38(4): 451-457;Host Specificity of Parachaetes insulata (Lepidoptera Arctiidae), a Biological Control Agent for Chromolaena odorata (Compositae);Kluge, R., Caldwell, P. (1993). Host specificity ofPareuchaetes insulata (Lep. Arctiidae), a biological control agent forChromolaena odorata (Compositae). Entomophaga, 38, 451-457
Cerny, K. (2011). A Review of the subfamily Arctiinae (Lepidoptera: Arctiidae) from the Philippines. Entomofauna. 32(3): 29-92;A Review of the subfamily Arctiinae (Lepidoptera Arctiidae) from the Philippines;, ., , . (2005). TIGER-MOTHS (LEPIDOPTERA, ARCTIIDAE ARCTIINAE) OF CISBAIKALIAN MOUNTAINS. Proceedings of the Tigirek State Natural Reserve, , 273-275
Lu, B., Tang, Z., Bellis, G., Li, Y., Peng, Z., Jin, Q. and Wen, H. (2016). Life table analysis under constant temperature for Opisina arenosella (Lepidoptera: Xyloryctidae), an invasive moth of palm plants. Austral Entomology. 55: 334-339;Life table analysis under constant temperature for Opisina arenosella (Lepidoptera Xyloryctidae), an invasive moth of palm plants;Lu, B., Tang, Z., Bellis, G., Li, Y., Peng, Z., Jin, Q., Wen, H. (2016). Life table analysis under constant temperature for iOpisina arenosellai (Lepidoptera Xyloryctidae), an invasive moth of palm plants. Austral Entomology, 55, 334-339
Faraco, L., Ghisi, C., Marins, M., Ota, S. and Schuhli, G. (2019). Infestation of Mangroves by the Invasive Moth Hyblaea puera (Cramer, 1777) (Lepidoptera: Hyblaeidae). Brazilian Archives of Biology and Technology. 62: e19170516;Infestation of Mangroves by the Invasive Moth Hyblaea puera (Cramer, 1777) (Lepidoptera Hyblaeidae);
