GNOLEP:speciesID,dwc:continent,GNOLEP:realmID,GNOLEP:referenceID
SP644,South America,RLM7,REF392
SP645,Africa,RLM3,REF394
SP645,Australia,RLM2,REF394
SP645,Oceania,RLM2,REF394
SP645,Africa,RLM4,REF394
SP645,Oceania,RLM5,REF394
SP645,Asia,RLM6,REF394
SP645,Asia,RLM11,REF394
SP645,Europe,RLM11,REF394
SP645,Africa,RLM8,REF394
SP645,Asia,RLM8,REF394
SP645,Asia,RLM10,REF394
SP645,Europe,RLM11,REF1
SP645,Asia,RLM6,REF1
SP645,Africa,RLM3,REF1
SP645,Australia,RLM2,REF1
SP646,Africa,RLM3,REF395
SP646,Australia,RLM2,REF395
SP646,Asia,RLM6,REF395
SP646,Asia,RLM11,REF395
SP646,Asia,RLM10,REF395
SP646,Africa,RLM3,REF396
SP646,Asia,RLM6,REF396
SP646,Australia,RLM2,REF396
SP646,Oceania,RLM5,REF396
SP646,Asia,RLM11,REF1
SP646,Asia,RLM6,REF1
SP646,Africa,RLM3,REF1
SP646,Australia,RLM2,REF1
SP215,Asia,RLM6,REF382
SP215,Asia,RLM5,REF382
SP732,Asia,RLM6,REF382
SP648,South America,RLM1,REF397
SP648,South America,RLM1,REF1
SP649,North America,RLM9,REF398
SP649,South America,RLM1,REF398
SP649,South America,RLM7,REF398
SP649,North America,RLM9,REF1
SP652,Australia,RLM2,REF21
SP652,Australia,RLM2,REF1
SP732,Asia,RLM10,REF382
SP653,North America,RLM9,REF1
SP653,South America,RLM1,REF1
SP654,North America,RLM9,REF399
SP654,South America,RLM1,REF1
SP655,South America,RLM1,REF400
SP655,South America,RLM1,REF1
SP656,Africa,RLM3,REF401
SP656,Asia,RLM6,REF401
SP656,Asia,RLM11,REF401
SP656,Europe,RLM11,REF401
SP656,Africa,RLM8,REF401
SP656,Asia,RLM10,REF401
SP656,Europe,RLM11,REF1
SP656,Asia,RLM11,REF1
SP658,North America,RLM9,REF402
SP658,South America,RLM1,REF402
SP658,North America,RLM7,REF402
SP658,South America,RLM7,REF402
SP659,South America,RLM1,REF403
SP659,South America,RLM1,REF1
SP660,Asia,RLM11,REF404
SP660,Europe,RLM11,REF404
SP660,Europe,RLM11,REF1
SP661,Europe,RLM11,REF405
SP662,Africa,RLM3,REF406
SP662,Africa,RLM4,REF406
SP662,Asia,RLM6,REF406
SP663,North America,RLM9,REF407
SP663,South America,RLM1,REF408
SP663,North America,RLM7,REF408
SP663,North America,RLM9,REF1
SP664,Australia,RLM2,REF409
SP664,North America,RLM9,REF409
SP664,Oceania,RLM5,REF409
SP664,Asia,RLM6,REF409
SP921,Oceania,RLM9,REF382
SP664,Asia,RLM10,REF409
SP921,Oceania,RLM5,REF382
SP664,Europe,RLM11,REF1
SP664,Asia,RLM11,REF1
SP664,Asia,RLM6,REF1
SP664,Australia,RLM2,REF1
SP921,Asia,RLM6,REF382
SP921,Asia,RLM11,REF382
SP921,Asia,RLM10,REF382
SP665,South America,RLM1,REF1
SP668,Africa,RLM3,REF410
SP668,Australia,RLM2,REF410
SP668,Asia,RLM6,REF410
SP668,Europe,RLM11,REF410
SP668,Europe,RLM11,REF411
SP668,Africa,RLM8,REF410
SP668,Africa,RLM8,REF411
SP668,Africa,RLM3,REF411
SP668,Africa,RLM4,REF411
SP668,Asia,RLM8,REF411
SP668,Asia,RLM6,REF411
SP668,Australia,RLM2,REF411
SP996,Asia,RLM6,REF382
SP996,Asia,RLM11,REF382
SP996,Asia,RLM10,REF382
SP94,North America,RLM9,REF412
SP669,Asia,RLM11,REF1
SP669,Asia,RLM6,REF1
SP672,Europe,RLM11,REF12
SP672,Africa,RLM8,REF12
SP672,Europe,RLM11,REF1
SP672,Asia,RLM11,REF1
SP674,Asia,RLM6,REF413
SP674,Asia,RLM10,REF414
SP674,Asia,RLM11,REF414
SP1321,South America,RLM1,REF415
SP1280,Africa,RLM3,REF416
SP1280,Africa,RLM4,REF416
SP1280,Europe,RLM11,REF416
SP1280,Africa,RLM8,REF416
SP679,Asia,RLM6,REF417
SP679,Asia,RLM6,REF418
SP679,Asia,RLM10,REF418
SP679,Asia,RLM6,REF1
SP680,Asia,RLM11,REF419
SP680,Europe,RLM11,REF419
SP680,Europe,RLM11,REF420
SP680,Asia,RLM10,REF419
SP680,Europe,RLM11,REF1
SP681,North America,RLM9,REF421
SP681,South America,RLM1,REF421
SP681,North America,RLM7,REF421
SP681,South America,RLM1,REF1
SP682,Asia,RLM11,REF422
SP682,Europe,RLM11,REF423
SP682,Europe,RLM11,REF1
SP682,Asia,RLM11,REF1
SP683,North America,RLM9,REF424
SP683,South America,RLM1,REF424
SP683,North America,RLM7,REF424
SP683,North America,RLM9,REF1
SP553,North America,RLM9,REF412
SP1309,Australia,RLM2,REF425
SP3,Europe,RLM11,REF426
SP1,North America,RLM9,REF427
SP1,North America,RLM7,REF427
SP1309,Asia,RLM6,REF425
SP70,South America,RLM1,
SP1309,Asia,RLM11,REF425
SP254,Australia,RLM2,
SP264,Australia,RLM2,
SP270,Australia,RLM2,
SP616,Europe,RLM11,
SP697,Asia,RLM6,
SP703,Australia,RLM2,
SP686,Europe,RLM11,REF429
SP689,North America,RLM9,REF430
SP689,North America,RLM9,REF1
SP690,Africa,RLM3,REF45
SP690,Australia,RLM2,REF45
SP690,Oceania,RLM5,REF45
SP690,Asia,RLM6,REF45
SP690,Asia,RLM6,REF1
SP691,Africa,RLM3,REF431
SP691,Australia,RLM2,REF431
SP691,Africa,RLM4,REF431
SP691,Oceania,RLM5,REF431
SP691,Asia,RLM6,REF431
SP691,Asia,RLM11,REF431
SP691,Europe,RLM11,REF431
SP691,Africa,RLM8,REF431
SP691,Asia,RLM8,REF431
SP691,Asia,RLM10,REF431
SP1142,Australia,RLM2,
SP1241,South America,RLM1,
SP1319,North America,RLM9,
SP693,South America,RLM1,REF1
SP694,Asia,RLM11,REF432
SP694,Europe,RLM11,REF432
SP1313,Africa,RLM3,REF433
SP1313,Australia,RLM2,REF433
SP1313,Africa,RLM4,REF433
SP1313,Oceania,RLM5,REF433
SP1313,Asia,RLM6,REF433
SP1313,Asia,RLM10,REF433
SP1313,Asia,RLM6,REF1
SP1313,Africa,RLM3,REF1
SP695,Europe,RLM11,REF434
SP695,Asia,RLM11,REF434
SP314,Oceania,RLM5,REF435
SP314,Asia,RLM6,REF435
SP314,Africa,RLM3,REF435
SP352,Asia,RLM10,REF435
SP697,Asia,RLM6,REF1
SP352,Asia,RLM6,REF435
SP352,Oceania,RLM5,REF435
SP698,Europe,RLM11,REF17
SP699,Asia,RLM11,REF436
SP699,Asia,RLM11,REF437
SP699,Europe,RLM11,REF437
SP699,Europe,RLM11,REF436
SP699,Africa,RLM8,REF437
SP699,Asia,RLM8,REF437
SP566,Australia,RLM2,REF435
SP700,North America,RLM9,REF438
SP701,Asia,RLM6,REF439
SP701,Asia,RLM6,REF1
SP702,Europe,RLM11,REF440
SP566,Oceania,RLM5,REF435
SP703,Australia,RLM2,REF1
SP705,North America,RLM9,REF441
SP705,North America,RLM9,REF1
SP566,Oceania,RLM2,REF435
SP707,North America,RLM9,REF1
SP707,South America,RLM1,REF1
SP708,Asia,RLM6,REF442
SP709,Europe,RLM11,REF443
SP711,Europe,RLM11,REF444
SP711,Asia,RLM11,REF444
SP711,Asia,RLM6,REF444
SP711,Asia,RLM10,REF444
SP712,Africa,RLM3,REF445
SP712,Australia,RLM2,REF445
SP712,Oceania,RLM2,REF445
SP712,Africa,RLM4,REF445
SP712,North America,RLM9,REF445
SP712,Oceania,RLM9,REF445
SP712,Oceania,RLM5,REF445
SP712,Asia,RLM6,REF445
SP712,Asia,RLM11,REF445
SP712,Europe,RLM11,REF445
SP712,Africa,RLM8,REF445
SP712,Asia,RLM8,REF445
SP712,Asia,RLM10,REF445
SP712,North America,RLM7,REF445
SP712,Europe,RLM11,REF1
SP712,Asia,RLM11,REF1
SP712,Asia,RLM6,REF1
SP712,Africa,RLM3,REF1
SP712,Australia,RLM2,REF1
SP1328,Africa,RLM4,REF446
SP1328,Oceania,RLM5,REF446
SP1328,Asia,RLM6,REF446
SP1328,Asia,RLM10,REF446
SP718,North America,RLM9,REF59
SP718,South America,RLM1,REF59
SP718,South America,RLM1,REF447
SP718,North America,RLM7,REF59
SP718,North America,RLM7,REF447
SP718,North America,RLM9,REF1
SP718,South America,RLM1,REF1
SP722,Asia,RLM11,REF163
SP722,Europe,RLM11,REF448
SP722,Asia,RLM10,REF448
SP722,Asia,RLM10,REF163
SP723,Asia,RLM6,REF1
SP724,Australia,RLM2,REF21
SP724,Australia,RLM2,REF1
SP726,Australia,RLM2,REF449
SP726,Australia,RLM2,REF1
SP727,Australia,RLM2,REF313
SP727,Australia,RLM2,REF1
SP728,Asia,RLM11,REF17
SP728,Asia,RLM6,REF17
SP730,Australia,RLM2,REF21
SP730,Australia,RLM2,REF1
SP569,Australia,RLM2,REF435
SP569,Oceania,RLM5,REF435
SP732,Asia,RLM6,REF1
SP569,Asia,RLM6,REF435
SP569,Oceania,RLM2,REF435
SP647,Asia,RLM6,REF435
SP1325,South America,RLM1,REF132
SP735,Asia,RLM6,REF450
SP735,Asia,RLM11,REF450
SP735,Asia,RLM8,REF450
SP735,Asia,RLM10,REF450
SP647,Australia,RLM2,REF435
SP647,Oceania,RLM5,REF435
SP739,Asia,RLM6,REF435
SP739,Asia,RLM11,REF435
SP739,Asia,RLM11,REF1
SP739,Australia,RLM2,REF1
SP739,Oceania,RLM5,REF1
SP740,Asia,RLM6,REF451
SP740,Asia,RLM10,REF451
SP740,Asia,RLM11,REF1
SP740,Asia,RLM6,REF1
SP741,Australia,RLM2,REF452
SP741,Asia,RLM6,REF452
SP741,Asia,RLM8,REF452
SP741,Asia,RLM10,REF452
SP741,Asia,RLM11,REF1
SP741,Asia,RLM6,REF1
SP741,Africa,RLM3,REF1
SP742,North America,RLM9,REF453
SP742,South America,RLM1,REF454
SP742,South America,RLM1,REF453
SP742,North America,RLM7,REF454
SP742,North America,RLM7,REF453
SP742,South America,RLM7,REF454
SP743,Asia,RLM11,REF455
SP743,Asia,RLM10,REF455
SP743,Asia,RLM10,REF456
SP743,Europe,RLM11,REF1
SP744,Africa,RLM3,REF457
SP744,Africa,RLM4,REF458
SP744,Africa,RLM8,REF457
SP744,Africa,RLM4,REF457
SP745,North America,RLM9,REF219
SP745,Asia,RLM11,REF459
SP745,Europe,RLM11,REF459
SP745,Europe,RLM11,REF17
SP739,Europe,RLM11,REF435
SP739,Asia,RLM10,REF435
SP887,Africa,RLM3,REF435
SP887,Asia,RLM6,REF435
SP747,Asia,RLM6,REF460
SP747,Asia,RLM11,REF461
SP747,Europe,RLM11,REF461
SP747,Africa,RLM8,REF460
SP747,Europe,RLM11,REF1
SP748,Europe,RLM11,REF462
SP748,Europe,RLM11,REF1
SP750,South America,RLM1,REF17
SP887,Asia,RLM11,REF435
SP887,Europe,RLM11,REF435
SP887,Africa,RLM8,REF435
SP751,North America,RLM9,REF1
SP751,South America,RLM1,REF1
SP752,Oceania,RLM5,REF1
SP753,North America,RLM9,REF463
SP753,South America,RLM1,REF463
SP755,Europe,RLM11,REF464
SP755,Europe,RLM11,REF12
SP755,Africa,RLM8,REF12
SP756,North America,RLM7,REF132
SP756,South America,RLM1,REF1
SP757,Asia,RLM11,REF465
SP757,Europe,RLM11,REF465
SP757,Africa,RLM8,REF465
SP757,Asia,RLM8,REF465
SP757,Asia,RLM10,REF465
SP757,Europe,RLM11,REF1
SP759,Europe,RLM11,REF10
SP760,North America,RLM9,REF106
SP760,North America,RLM9,REF1
SP887,Asia,RLM10,REF435
SP887,Africa,RLM4,REF435
SP888,Oceania,RLM5,REF435
SP761,North America,RLM9,REF1
SP763,North America,RLM9,REF466
SP764,Asia,RLM11,REF467
SP764,Europe,RLM11,REF467
SP764,North America,RLM9,REF1
SP764,Europe,RLM11,REF1
SP764,Asia,RLM11,REF1
SP888,Asia,RLM6,REF435
SP766,Africa,RLM8,REF316
SP906,Asia,RLM6,REF435
SP766,Africa,RLM3,REF1
SP767,Asia,RLM6,REF468
SP767,Asia,RLM6,REF469
SP767,Asia,RLM10,REF468
SP769,Asia,RLM6,REF470
SP769,Asia,RLM11,REF470
SP769,Asia,RLM11,REF471
SP769,Europe,RLM11,REF470
SP769,Europe,RLM11,REF471
SP769,Africa,RLM8,REF470
SP769,Asia,RLM8,REF470
SP769,Asia,RLM10,REF470
SP769,Asia,RLM10,REF471
SP769,Europe,RLM11,REF1
SP965,Australia,RLM2,REF435
SP1091,Oceania,RLM5,REF435
SP1091,Asia,RLM6,REF435
SP1206,Asia,RLM6,REF435
SP1206,Oceania,RLM5,REF435
SP424,Africa,RLM3,REF472
SP424,Africa,RLM4,REF472
SP772,Asia,RLM6,REF473
SP772,Asia,RLM6,REF474
SP772,Asia,RLM6,REF1
SP424,Asia,RLM6,REF472
SP424,Asia,RLM11,REF472
SP424,Europe,RLM11,REF472
SP774,Asia,RLM11,REF12
SP424,Africa,RLM8,REF472
SP774,Asia,RLM10,REF12
SP774,Asia,RLM6,REF12
SP777,Australia,RLM2,REF475
SP777,Australia,RLM2,REF1
SP424,Asia,RLM8,REF472
SP1314,Asia,RLM6,REF1
SP780,North America,RLM9,REF476
SP780,South America,RLM1,REF476
SP780,North America,RLM7,REF476
SP780,South America,RLM7,REF476
SP781,North America,RLM9,REF477
SP783,North America,RLM9,REF478
SP783,South America,RLM1,REF479
SP783,North America,RLM7,REF479
SP783,South America,RLM7,REF479
SP783,North America,RLM9,REF479
SP786,Europe,RLM11,REF1
SP786,Asia,RLM11,REF1
SP786,Asia,RLM6,REF1
SP788,Asia,RLM6,REF480
SP788,Asia,RLM11,REF480
SP788,Asia,RLM10,REF480
SP788,South America,RLM1,REF1
SP788,Asia,RLM6,REF1
SP789,North America,RLM9,REF481
SP789,South America,RLM1,REF481
SP789,North America,RLM7,REF481
SP789,South America,RLM1,REF1
SP791,Africa,RLM3,REF482
SP791,North America,RLM9,REF482
SP791,South America,RLM1,REF482
SP791,Asia,RLM6,REF482
SP791,North America,RLM7,REF482
SP791,Africa,RLM8,REF482
SP791,Asia,RLM8,REF482
SP791,Asia,RLM10,REF482
SP791,South America,RLM1,REF1
SP791,Asia,RLM6,REF1
SP791,Africa,RLM3,REF1
SP792,North America,RLM9,REF1
SP793,North America,RLM9,REF483
SP793,North America,RLM9,REF1
SP794,North America,RLM9,REF484
SP795,North America,RLM9,REF485
SP795,North America,RLM9,REF486
SP795,North America,RLM9,REF1
SP796,Africa,RLM3,REF487
SP796,Africa,RLM3,REF1
SP797,Australia,RLM2,REF488
SP797,Australia,RLM2,REF1
SP798,Europe,RLM11,REF163
SP798,Europe,RLM11,REF1
SP799,North America,RLM9,REF489
SP799,South America,RLM1,REF489
SP799,North America,RLM7,REF489
SP799,South America,RLM7,REF489
SP802,Asia,RLM11,REF87
SP802,Europe,RLM11,REF87
SP802,Europe,RLM11,REF1
SP802,Asia,RLM11,REF1
