GNOLEP:speciesID,GNOLEP:acceptedSpeciesID,dwc:family,dwc:genus,dwc:scientificName
SP1,SP1,Pieridae,Abaeis,Abaeis nicippe
SP2,SP2,Nepticulidae,Acalyptris,Acalyptris platani
SP3,SP3,Crambidae,Acentria,Acentria ephemerella
SP4,SP4,Erebidae,Achaea,Achaea ablunaris
SP5,SP5,Erebidae,Achaea,Achaea janata
SP6,SP1098,Limacodidae,Sibine,Acharia apicalis
SP7,SP7,Limacodidae,Acharia,Acharia stimulea
SP8,SP8,Pyralidae,Achroia,Achroia grisella
SP9,SP9,Crambidae,Achyra,Achyra affinitalis
SP10,SP10,Tortricidae,Acleris,Acleris comariana
SP11,SP11,Tortricidae,Acleris,Acleris forsskaleana
SP12,SP12,Tortricidae,Acleris,Acleris holmiana
SP13,SP13,Tortricidae,Acleris,Acleris rhombana
SP14,SP14,Tortricidae,Acleris,Acleris undulana
SP15,SP15,Tortricidae,Acleris,Acleris variegana
SP16,SP16,Tortricidae,Acleris,Acleris zimmermani
SP17,SP17,Noctuidae,Acontia,Acontia candefacta
SP18,SP18,Noctuidae,Acontia,Acontia crocata
SP19,SP20,Nymphalidae,Acraea,Acraea terpiscore
SP20,SP20,Nymphalidae,Acraea,Acraea terpsicore
SP21,SP21,Pyralidae,Acrobasis,Acrobasis suavella
SP22,SP22,Gracillariidae,Acrocercops,Acrocercops laciniella
SP23,SP23,Glyphipterigidae,Acrolepia,Acrolepia assectella
SP24,SP23,Glyphipterigidae,Acrolepia,Acrolepiopsis assectella
SP25,SP1312,Glyphipterigidae,Acrolepia,Acrolepiopsis jaspidata
SP26,SP26,Glyphipterigidae,Acrolepiopsis,Acrolepiopsis sapporensis
SP27,SP27,Noctuidae,Acronicta,Acronicta rumicis
SP28,SP624,Saturniidae,Graellsia,Actias isabellae
SP29,SP29,Saturniidae,Actias,Actias selene
SP30,SP1334,Noctuidae,Chloantha,Actinotia hyperici
SP31,SP31,Tortricidae,Adoxophyes,Adoxophyes privatana
SP32,SP32,Tortricidae,Aethes,Aethes rubiginana
SP33,SP33,Tortricidae,Aethes,Aethes rutilana
SP34,SP34,Tortricidae,Agapeta,Agapeta zoegana
SP35,SP35,Crambidae,Agassiziella,Agassiziella angulipennis
SP36,SP36,Crambidae,Agathodes,Agathodes designalis
SP37,SP37,Nymphalidae,Aglais,Aglais io
SP38,SP38,Erebidae,Aglaonice,Aglaonice hirtipalpis
SP39,SP39,Pyralidae,Aglossa,Aglossa caprealis
SP40,SP41,Pyralidae,Aglossa,Aglossa dimidiata
SP41,SP41,Pyralidae,Aglossa,Aglossa dimidiatus
SP42,SP42,Pyralidae,Aglossa,Aglossa pinguinalis
SP43,SP44,Depressariidae,Agonopterix,Agonopterix alstroemeriana
SP44,SP44,Depressariidae,Agonopterix,Agonopterix alstromeriana
SP45,SP45,Depressariidae,Agonopterix,Agonopterix arenella
SP46,SP46,Depressariidae,Agonopterix,Agonopterix assimilella
SP47,SP46,Depressariidae,Agonopterix,Agonopterix assimillella
SP48,SP48,Depressariidae,Agonopterix,Agonopterix ciliella
SP49,SP49,Depressariidae,Agonopterix,Agonopterix heracliana
SP50,SP50,Depressariidae,Agonopterix,Agonopterix nervosa
SP51,SP51,Depressariidae,Agonopterix,Agonopterix ulicetella
SP52,SP52,Elachistidae,Agonoxena,Agonoxena argaula
SP53,SP53,Elachistidae,Agonoxena,Agonoxena pyrogramma
SP54,SP1303,Crambidae,Agriphila,Agriphila vulgivagella
SP55,SP55,Sphingidae,Agrius,Agrius cingulata
SP56,SP55,Sphingidae,Agrius,Agrius cingulatus
SP57,SP57,Sphingidae,Agrius,Agrius convolvuli
SP58,SP731,Noctuidae,Leptologia,Agrochola lota
SP59,SP88,Noctuidae,Anchoscelis,Agrochola lunosa
SP60,SP60,Crambidae,Agrotera,Agrotera basinotata
SP61,SP61,Noctuidae,Agrotis,Agrotis ipsilon
SP62,SP62,Noctuidae,Agrotis,Agrotis segetum
SP63,SP93,Erebidae,Anomis,Alabama argillacea
SP64,SP64,Alucitidae,Alucita,Alucita objurgatella
SP65,SP65,Tortricidae,Amorbia,Amorbia emigratella
SP66,SP66,Noctuidae,Amphipyra,Amphipyra tragopoginis
SP67,SP67,Pyralidae,Amyelois,Amyelois transitella
SP68,SP68,Noctuidae,Amyna,Amyna axis
SP69,SP69,Noctuidae,Amyna,Amyna natalis
SP70,SP70,Gelechiidae,Anacampsis,Anacampsis humilis
SP71,SP71,Gelechiidae,Anacampsis,Anacampsis obscurella
SP72,SP72,Gelechiidae,Anacampsis,Anacampsis populella
SP73,SP511,Pyralidae,Ephestia,Anagasta kuehniella
SP74,SP74,Noctuidae,Anagrapha,Anagrapha falcifera
SP75,SP75,Crambidae,Anania,Anania hortulata
SP76,SP76,Gelechiidae,Anarsia,Anarsia lineatella
SP77,SP77,Gelechiidae,Anarsia,Anarsia spartiella
SP78,SP78,Noctuidae,Anarta,Anarta decepta
SP79,SP79,Noctuidae,Anarta,Anarta edwardsii
SP80,SP80,Noctuidae,Anarta,Anarta trifolii
SP81,SP83,Nymphalidae,Anartia,Anartia chrysopelea
SP82,SP82,Nymphalidae,Anartia,Anartia fatima
SP83,SP83,Nymphalidae,Anartia,Anartia lytraea
SP84,SP84,Cosmopterigidae,Anatrachyntis,Anatrachyntis badia
SP85,SP1304,Cosmopterigidae,Pyroderces,Anatrachyntis incertulella
SP86,SP86,Cosmopterigidae,Anatrachyntis,Anatrachyntis rileyi
SP87,SP87,Cosmopterigidae,Anatrachyntis,Anatrachyntis simplex
SP88,SP88,Noctuidae,Anchoscelis,Anchoscelis lunosa
SP89,SP89,Tortricidae,Ancylis,Ancylis comptana
SP90,SP90,Crambidae,Ancylostomia,Ancylostomia stercorea
SP91,SP211,Crambidae,Bleszynskia,Angustalius malacelloides
SP92,SP92,Gelechiidae,Anisoplaca,Anisoplaca cosmia
SP93,SP93,Erebidae,Anomis,Anomis argillacea
SP94,SP94,Erebidae,Anomis,Anomis erosa
SP95,SP95,Erebidae,Anomis,Anomis flava
SP96,SP1319,Erebidae,Zale,Anomis involuta
SP97,SP97,Erebidae,Anomis,Anomis luridula
SP98,SP98,Erebidae,Anomis,Anomis privata
SP99,SP99,Erebidae,Anomis,Anomis sabulifera
SP100,SP100,Pterophoridae,Anstenoptilia,Anstenoptilia marmorodactyla
SP101,SP105,Saturniidae,Antheraea,Antheraca yamamai
SP102,SP102,Saturniidae,Antheraea,Antheraea paphia
SP103,SP103,Saturniidae,Antheraea,Antheraea pernyi
SP104,SP104,Saturniidae,Antheraea,Antheraea polyphemus
SP105,SP105,Saturniidae,Antheraea,Antheraea yamamai
SP106,SP106,Choreutidae,Anthophila,Anthophila fabriciana
SP107,SP107,Choreutidae,Anthophila,Anthophila nemorana
SP108,SP108,Erebidae,Antiblemma,Antiblemma acclinalis
SP109,SP109,Erebidae,Anticarsia,Anticarsia gemmatalis
SP110,SP110,Erebidae,Antichloris,Antichloris eriphia
SP111,SP111,Erebidae,Antichloris,Antichloris steinbachi
SP112,SP112,Erebidae,Antichloris,Antichloris viridis
SP113,SP113,Crambidae,Antigastra,Antigastra catalaunalis
SP114,SP114,Heliozelidae,Antispila,Antispila oinophylla
SP115,SP115,Pyralidae,Anypsipyla,Anypsipyla univitella
SP116,SP116,Noctuidae,Apamea,Apamea crenata
SP117,SP117,Noctuidae,Apamea,Apamea remissa
SP118,SP118,Noctuidae,Apamea,Apamea unanimis
SP119,SP119,Lycaenidae,Aphnaeus,Aphnaeus schistacea
SP120,SP360,Pyralidae,Corcyra,Aphomia cephalonica
SP121,SP923,Pyralidae,Paralipsa,Aphomia gularis
SP122,SP143,Pyralidae,Arenipses,Aphomia sabella
SP123,SP123,Pyralidae,Aphomia,Aphomia sociella
SP124,SP124,Pieridae,Aphrissa,Aphrissa orbis
SP125,SP125,Geometridae,Aplocera,Aplocera efformata
SP126,SP126,Geometridae,Aplocera,Aplocera plagiata
SP127,SP127,Pyralidae,Apomyelois,Apomyelois ceratoniae
SP128,SP128,Erebidae,Apopestes,Apopestes spectrum
SP129,SP129,Pieridae,Appias,Appias lyncida
SP130,SP130,Gelechiidae,Aproaerema,Aproaerema modicella
SP131,SP1306,Gelechiidae,Aproaerema,Aproaerema simplixella
SP132,SP133,Psychidae,Apterona,Apterona crenulella
SP133,SP133,Psychidae,Apterona,Apterona helicoidella
SP134,SP133,Psychidae,Apterona,Apterona helix
SP135,SP135,Noctuidae,Araeopteron,Araeopteron ecphaea
SP136,SP136,Tortricidae,Archips,Archips fuscocupreanus
SP137,SP137,Tortricidae,Archips,Archips oporana
SP138,SP138,Tortricidae,Archips,Archips podana
SP139,SP139,Tortricidae,Archips,Archips rosana
SP140,SP140,Tortricidae,Archips,Archips xylosteana
SP141,SP140,Tortricidae,Archips,Archips xylosteanus
SP142,SP142,Pyralidae,Arcola,Arcola malloi
SP143,SP143,Pyralidae,Arenipses,Arenipses sabella
SP144,SP144,Argyresthiidae,Argyresthia,Argyresthia conjugella
SP145,SP145,Argyresthiidae,Argyresthia,Argyresthia cupressella
SP146,SP146,Argyresthiidae,Argyresthia,Argyresthia laevigatella
SP147,SP147,Argyresthiidae,Argyresthia,Argyresthia pruniella
SP148,SP148,Argyresthiidae,Argyresthia,Argyresthia thuiella
SP149,SP149,Argyresthiidae,Argyresthia,Argyresthia trifasciata
