ReferenceID,BibliographicReference,ReferenceYear
REF447,"""Weihrauch F. (2020). Rosy rustic moth as a hop pest in the Hallertau: History and current situation. Mitteilungen der Deutschen Gesellschaft fur Allgemeine und Angewandte Entomologie. 22: 125-128""",2020.0
REF448,"""Carter D. (1984). Pest Lepidoptera of Europe: with special reference to the British Isles (Vol. 31). Springer Science and Business Media. Berlin Germany""",1984.0
REF449,"""Griffith T. Gillett-Kaufman J. (2018). Fiery Skipper Hylephila phyleus (Drury)(Insecta: Lepidoptera: Hesperiidae): EENY-697/IN1194 12/2017. EDIS. 2018(1): 1-4""",2018.0
REF450,"""Batra S. (1983). Establishment of Hyles Euphorbiae (L.)(Lepidoptera: Sphingidae) in the United States for control of the weedy spurges Euphorbia esula L. and E. cyparissias L. Journal of the New York Entomological Society. 304-311""",1983.0
REF451,"""Meerman J. (1993). Relationships within the Hyles euphorbiae-complex: a numerical taxonomy approach (Lepidoptera: Sphingidae). Entomologists Gazette. 44: 205-205""",1993.0
REF452,"""Hundsdoerfer A. et al. (2005). A molecular phylogeny of the hawkmoth genus Hyles (Lepidoptera: Sphingidae Macroglossinae). Molecular Phylogenetics and Evolution. 35(2): 442-458""",2005.0
REF453,"""Kononenko V. Pinratana A. (2013). Moths of Thailand. Noctuoidea. An illustrated Catalogue of Erebidae Nolidae Euteliidae and Noctuidae (Insecta Lepidoptera) in Thailand. Brothers of St. Gabriel in Thailand. Bangkok""",2013.0
REF454,"""Kipp R. et al. (2024). Acentria ephemerella Olivier 1791: U.S. Geological Survey Nonindigenous Aquatic Species Database Gainesville FL and NOAA Great Lakes Aquatic Nonindigenous Species Information System Ann Arbor MI.""",2024.0
REF455,"""Lotts K. Naberhaus T. (coords.) (2024). Butterflies and Moths of North America (Version 07082024).""",2024.0
REF456,"""Mally R. et al. (2022). Moths and butterflies on alien shores - global biogeography of non-native Lepidoptera. Dryad Dataset.""",2022.0
REF457,"""Karn R. et al. (2020). Hypena opulenta: a biological weed control agent for controlling an invasive weed species swallow-wort: a review. Environment Contaminants Review. 3(1): 1-3""",2020.0
REF458,"""Warren L. Tadic M. (1967). The Fall Webworm Hyphantria cunea Its Distribution and Natural Enemies: A World List (Lepidoptera: Arctiidae). Journal of the Kansas Entomological Society. 40(2): 194-202""",1967.0
REF459,"""Coetzer A. Westrip J. (2021). Hypolimnas misippus. The IUCN Red List of Threatened Species 2021: e.T62148588A161331411""",2021.0
REF460,"""McAuslane H. (1997). Featured Creatures - Empyreuma pugione (Linnaeus) (Insecta: Lepidoptera: Erebidae: Arctiinae).""",1997.0
REF461,"""Pohl G. et al. (2005). New records of microlepidoptera in Alberta Canada. Journal of the Lepidopterists Society. 59(2): 61""",2005.0
REF462,"""Zimmerman E. (1958). Insects of Hawaii. Volume 8 Lepidoptera: Pyraloidea. Hawaii: University of Hawaii Press Honolulu Hawaii United States of America""",1958.0
REF463,"""Sims I. et al. (2023). The genome sequence of the Single-dotted Wave Idaea dimidiata (Hufnagel 1767). Wellcome Open Research. 8: 557""",2023.0
REF464,"""PaDIL (2025). The Pest and Disease Image Library (PaDIL).""",2025.0
REF465,"""van Swaay C. et al. (2010). Iphiclides podalirius (Europe assessment). The IUCN Red List of Threatened Species. 2010: e.T174405A7066031""",2010.0
REF466,"""van Swaay C. et al. (2014). Iphiclides podalirius (Mediterranean assessment). The IUCN Red List of Threatened Species. 2014: e.T174405A53719929""",2014.0
REF467,"""Rindge F. (1966). A revision of the moth genus Anacamptodes (Lepidoptera Geometridae). Bulletin of the American Museum of Natural History. 132: 3""",1966.0
REF468,"""Sohn J. et al. (2005). A new record of Ischyja manlia (Cramer)(Lepidoptera: Noctuidae: Catocalinae) from Korea. Entomological Research. 35(2): 107-110""",2005.0
REF469,"""Gassmann A. et al. (2011). Biological control of common tansy Tanacetum vulgare. Annual Report 2010. CABI Europe – Switzerland""",2011.0
REF470,"""Bullock R. (1989). Native Ithome lassula (Lepidoptera: Cosmopterigidae) attacks Leucaena in Florida. The Florida Entomologist. 72(3): 548-550""",1989.0
REF471,"""Mehra D. et al. (2018). A taxonomic study of six species of the genus Junonia Hubner[1819](Insecta: Lepidoptera: Nymphalidae) from the northwestern Himalayan region in India. Journal of Threatened Taxa. 10(7): 11934-11947""",2018.0
REF472,"""Kumata T. (1995). Ketapangia a new genus for Macarostola leucochorda and Acrocercops regulifera [Gracillariidae Lepidoptera]. Insecta matsumurana. New series: journal of the Faculty of Agriculture Hokkaido University series entomology. 52 133-148""",1995.0
REF473,"""Jae-Young L. et al. (2023). New Record of a Hepialid Moth Species Korscheltellus lupulina (Lepidoptera: Hepialidae) from Korea. Animal Systematics Evolution and Diversity. 39(4): 322-324""",2023.0
REF474,"""Vila R. et al. (2022). The genome sequence of the white admiral Limenitis camilla (Linnaeus 1764). Wellcome Open Research. 7: 301""",2022.0
REF475,"""Edge D. Westrip J. (2021). Lampides boeticus. The IUCN Red List of Threatened Species 2021: e.T174427A161341394""",2021.0
REF476,"""Hayden J. Troubridge J. (2015). Nacoleia charesalis (Walker) spreading in Florida. News of the Lepidopterists Society. 57(1): 8-10""",2015.0
REF477,"""Demetriou J. et al. (2020). A new tropical invader in Greece: The lantana plume moth Lantanophaga pusillidactylus (Lepidoptera: Pterophoridae). Entomologia Hellenica. 29(1): 1-7""",2020.0
REF478,"""Neil K. (2011). Lateroligia ophiogramma (Esper)(Lepidoptera: Erebidae) in Nova Scotia Canada. Journal of the Acadian Entomological Society. 7: 102-104""",2011.0
REF479,"""Patrick B. (2010). Southern spread of moths in New Zealand. The Weta. 40: 32-38""",2010.0
REF480,"""Nam H. et al. (2020). Development of a species diagnostic molecular tool for an invasive pest Mythimna loreyi using LAMP. Insects. 11(11): 817""",2020.0
REF481,"""Yoshimatsu S. (1987). Taxonomic study on Leucania striata Leech and its close relatives with a description of a new species (Lepidoptera Noctuidae). Lepidoptera Science. 38(2): 57-67""",1987.0
REF482,"""Mally R. et al. (2015). Discovery of an unknown diversity of Leucinodes species damaging Solanaceae fruits in sub-Saharan Africa and moving in trade (Insecta Lepidoptera Pyraloidea). ZooKeys. 472: 117-162""",2015.0
REF483,"""Heard T. Paynter Q. (2009). Mimosa pigra (Leguminosae). In: Biological control of tropical weeds using arthropods. Cambridge University Press Cambridge UK. 256-273""",2009.0
REF484,"""Pitkin L. (2002). Neotropical ennomine moths: a review of the genera (Lepidoptera: Geometridae). Zoological Journal of the Linnean Society. 135(2): 121-401""",2002.0
REF485,"""Kumata T. (1956). A revision of the Japanese species of the genus Leucoma Stephens (Lepidoptera Lymantriidae). Insecta Matsumurana. 20(3): 107-113""",1956.0
REF486,"""Wagner T. Leonard D. (1979). Aspects of Mating Oviposition and Flight in the Satin Moth Leocoma salicis (Lepidoptera: Lymantriidae) 1. The Canadian Entomologist. 111(7): 833-840""",1979.0
REF487,"""Dantas J. et al. (2021). A comprehensive review of the coffee leaf miner Leucoptera coffeella (Lepidoptera: Lyonetiidae) - A major pest for the coffee crop in Brazil and others Neotropical countries. Insects. 12(12): 1130""",2021.0
REF488,"""Green D. (1984). A Proposed Origin of the Coffee Leaf-miner Leucoptera coffeella (Guerin-Meneville) (Lepidoptera: Lyonetiidae). Bulletin of the Entomological Society of America. 30(1): 30-31""",1984.0
REF489,"""Seven S. (2006). Lyonetiidae of Turkey with notes on their distribution and zoogeography (Lepidoptera). Zootaxa. 1245(1): 53-58""",2006.0
REF490,"""Kuroko H. (1964). Revisional studies on the family Lyonetiidae of Japan (Lepidoptera). ESAKIA. 4: 1-61""",1964.0
REF491,"""Canete-Salinas P. et al. (2024). Use of satellite images to monitor Leucoptera sinuella leaf damage in poplar plantations in central Chile. New Forests. 1-14""",2024.0
REF492,"""Frick K. (1964). Leucoptera spartifoliella an introduced enemy of Scotch broom in the western United States. Journal of Economic Entomology. 57(4): 589-591""",1964.0
REF493,"""Matthews D. et al. (2019). Additions to the plume moth fauna of The Bahamas (Lepidoptera: Pterophoridae) with description of four new species. Insecta Mundi. 0708: 1-35""",2019.0
REF494,"""de Vos R. (1999). Trekvlinders in 1998 (negenenvijftigste jaarverslag) (Lepidoptera). Entomologische berichten. 59: 173-185""",1999.0
REF495,"""Gilligan T. et al. (2011). Discovery of Lobesia botrana (Denis and Schiffermuller) in California: An invasive species new to North America (Lepidoptera: Tortricidae). Proceedings of the Entomological Society of Washington. 1113(1): 14-30""",2011.0
REF496,"""Gonzalez-Hernandez A. et al. (2019). First report of range expansion of the cactus webworm Loxomorpha flavidissimalis (Grote)(Pyraloidea: Crambidae) to central Mexico and central Texas USA. Florida Entomologist. 102(3): 638-641""",2019.0
REF497,"""Pepper J. (1938). The effect of certain climatic factors on the distribution of the beet webworm (Loxostege sticticalis L.) in North America. Ecology. 19(4): 565-571""",1938.0
REF498,"""Wu L. et al. (2009). Tracing the origin of Chilades pandava (Lepidoptera Lycaenidae) found at Kinmen Island using mitochondrial COI and COII Genes. BioFormosa. 44(2): 61-68""",2009.0
REF499,"""Wu L. et al. (2010). Elucidating genetic signatures of native and introduced populations of the Cycad Blue Chilades pandava to Taiwan: a threat both to Sago Palm and to native Cycas populations worldwide. Biological Invasions. 12(8): 2649-2669""",2010.0
REF500,"""Adams J. (1992). A new lichen moth record for the United States: Lycomorphodes sordida (Arctiidae: Lithosiinae) from south Texas. Journal of the Lepidopterists Society. 46(2): 160-161""",1992.0
REF501,"""Pogue M. (2007). A Review of Selected Species of Lymantria Hubner (1819) (Lepidoptera: Noctuidae: Lymantriinae) from Subtropical and Temperate Regions of Asia Including the Descriptions of Three New Species Some Potentially Invasive to North America. U.S. Department of Agriculture Forest Health Technology Enterprise Team. 223 pp""",2007.0
REF502,"""Wu Y. et al. (2020). Tracking invasions of a destructive defoliator the gypsy moth (Erebidae: Lymantria dispar): Population structure origin of intercepted specimens and Asian introgression into North America. Evolutionary Applications. 13(8): 2056-2070""",2020.0
REF503,"""Pittaway A. (2024). Sphingidae of the Western Palaearctic (including Europe North Africa the Middle East western Siberia and western Central Asia).""",2024.0
REF504,"""Kirti J. Singh H. (2013). An inventory of subfamily Catocalinae (Noctuidae: Lepidoptera) from North-East India. Journal of Applied Biosciences. 39(1): 1-22""",2013.0
REF505,"""Holloway J. Miller S. (2003). The composition generic placement and host-plant relationships of the joviana-group in the Parallelia generic complex (Lepidoptera: Noctuidae Catocalinae). Invertebrate Systematics. 17(1): 111-128""",2003.0
REF506,"""Hoare R. et al. (2019). A new leaf-mining moth from New Zealand Sabulopteryxbotanica sp. nov.(Lepidoptera Gracillariidae Gracillariinae) feeding on the rare endemic shrub Teucriumparvifolium (Lamiaceae) with a revised checklist of New Zealand Gracillariidae. ZooKeys. 865: 39""",2019.0
REF507,"""Hayden J. Landry J. (2020). Arcola malloi (Pastrana) the alligatorweed stemborer a new synonym of Macrorrhinia endonephele (Hampson)(Lepidoptera: Pyralidae: Phycitinae). Insecta Mundi. 768: 1-25""",2020.0
REF508,"""Davis D. de Prins J. (2011). Systematics and biology of the new genus Macrosaccus with descriptions of two new species (Lepidoptera Gracillariidae). ZooKeys. 98: 29-82""",2011.0
REF509,"""Borkent C. Greenway L. (1997). Sphinx Moths (Family Sphingidae) In British Columbia: Biological Notes and Field Key Based on Specimens in the Collection at the Royal British Columbia Museum. Royal British Columbia Museum forest renewal BC Report""",1997.0
REF510,"""Kawahara A. et al. (2013). Evolution of Manduca sexta hornworms and relatives: biogeographical analysis reveals an ancestral diversification in Central America. Molecular Phylogenetics and Evolution. 68(3): 381-386""",2013.0
REF511,"""Agunbiade T. et al. (2014). Genetic differentiation among Maruca vitrata F.(Lepidoptera: Crambidae) populations on cultivated cowpea and wild host plants: implications for insect resistance management and biological control strategies. PLoS One. 9(3): e92072""",2014.0
REF512,"""Lafontaine J. Sullivan J. (2009). A review of the genus Megalographa Lafontaine and Poole (Lepidoptera: Noctuidae: Plusiinae) with the description of a new species from Costa Rica. Insecta Mundi. 0077: 1-10""",2009.0
REF513,"""Gielis C. (2003). Review of the Pterophoridae (Lepidoptera) from the Philippines. Zoologische Mededelingen. 77: 409-424""",2003.0
REF514,"""Simonsen T. et al. (2009). Melitara Walker (Pyralidae) in western Canada: The documentation of M. subumbrella (Dyar) in the Prairie Provinces demonstrates the value of regional collections and species lists. Journal of the Lepidopteris Society. 63: 31-36""",2009.0
REF515,"""Hamlin J. (1923). Seasonal adaptation of a northern hemisphere insect to the southern hemisphere. Journal of Economic Entomology. 16(5): 420-423""",1923.0
REF516,"""Paraiso O. et al. (2014). Rearing a Native Cactus Moth Melitara prodenialis (Lepidoptera: Pyralidae) on Artificial Diet and Opuntia Cladodes: Preliminary Comparisons. Florida Entomologist. 97(3): 1232-1236""",2014.0
REF517,"""Baker A. Stiling P. (2009). Comparing the effects of the exotic cactus-feeding moth Cactoblastis cactorum (Berg) (Lepidoptera: Pyralidae) and the native cactus-feeding moth Melitara prodenialis (Walker) (Lepidoptera: Pyralidae) on two species of Florida Opuntia. Biological Invasions. 11: 619-624""",2009.0
REF518,"""Eichlin T. (1995). New Data and a Redescription for Melittia oedipus na African Vine Borer (Lepidoptera: Sesiidae). Tropical Lepidoptera. 6(1): 47-51""",1995.0
REF519,"""Whittle C. et al. (1991). Sex pheromone of lucerne leafroller Merophyas divulsana (Walker)(Lepidoptera: Tortricidae): evidence for two distinct populations. Journal of Chemical Ecology. 17: 1883-1895""",1991.0
REF520,"""Passoa S. et al. (2022). Hosts Morphological Notes Distribution Records and Systematics of Three Common Honduran Moths Atteva aurea (Attevidae) Mesophleps adustipennis (Gelechiidae) and Hyblaea puera (Hyblaeidae). The Journal of the Lepidopterists' Society 76(4) 268-278""",2022.0
REF521,"""Pittaway A. Kitching I. (2024). Sphingidae of the Eastern Palaearctic (including Siberia the Russian Far East Mongolia China Taiwan the Korean Peninsula and Japan).""",2024.0
REF522,"""Solis M. et al. (2010). First Report of Ecpyrrhorrhoe puralis (South)(Pyraloidea: Crambidae: Pyraustinae) in North America: A Naturalized Exotic Pyraustine from Asia Feeding on Paulownia (Siebold and Zucc). The Journal of the Lepidopterists Society. 64(1): 33-35""",2010.0
REF523,"""Koster S. et al. (2007). Two species of the Mompha trithalama-complex as possible biological control of Kosters curse and Velvet tree. XV European Congress of Lepidopterology - Berlin""",2007.0
REF524,"""EFSA Panel on Plant Health (EFSA PLH Panel) et al. (2024). Pest categorisation of Monema flavescens. EFSA Journal. 22(7): e8831""",2024.0
REF525,"""Shibasaki H. et al. (2013). Identification of the sex pheromone secreted by a nettle moth Monema flavescens using gas chromatography/Fourier transform infrared spectroscopy. Journal of Chemical Ecology. 39: 350-357""",2013.0
REF526,"""Beltran E. (2005). Presencia en Espana de Ypsolopha horridella (Treitschke 1835) Monopis obviella ([Denis and Schiffermuller] 1775) y Aethes kasyi Razowski 1962 (Insecta: Lepidoptera). SHILAP Revista de Lepidopterologia. 33(132): 441-447""",2005.0
REF527,"""Neunzig H. (1985). Notes on the larva and biology of Moodna bisinuella Hampson(Pyralidae: Phycitinae). Journal of the Lepidopterists Society. 39(1): 9-12""",1985.0
REF528,"""Landolt P. (1993). Suitability of six species of Commelinaceae as larval hosts of Mouralia tinctoides (Lepidoptera: Noctuidae Plusiinae). Florida Entomologist 572-576""",1993.0
