Species,Area,Cryptogenic,Introduced,Dispersal,Established,Eradicated,Intentional_Release,Year,Reference Year,Reference
Cameraria ohridella ,Russia Europe,0.0,1.0,,1.0,0.0,0.0,2010.0,2020,"Krivosheina, M. and Ozerova, N. (2020). Horse-chestnut leafminer Cameraria ohridella: invasion history and prognosis. IOP Conference Services: Earth Environmental Sciences. 579: 012071"
Orgyia antiqua,Canada,0.0,1.0,,1.0,0.0,0.0,,2015,Government of Canada (2015). Forest Invasive Alien Species - Established species
Spodoptera litura ,American Samoa,0.0,1.0,,1.0,0.0,0.0,,2003,"Shine, C., Reaser, J.  and Gutierrez, A. (eds.) (2003). Invasive alien species in the Austral Pacific Region: National Reports & Directory of Resources. Global Invasive Species Programme, Cape Town, South Africa."
Othreis fullonia,American Samoa,0.0,1.0,,1.0,0.0,0.0,,2003,"Shine, C., Reaser, J.  and Gutierrez, A. (eds.) (2003). Invasive alien species in the Austral Pacific Region: National Reports & Directory of Resources. Global Invasive Species Programme, Cape Town, South Africa."
Tuta absoluta,India,,,,1.0,0.0,,,2024,European and Mediterranean Plant Protection Organization (EPPO) (2024). EPPO Global Database. Available at: https://gd.eppo.int
Tuta absoluta,Brazil,,,,1.0,0.0,,,2024,European and Mediterranean Plant Protection Organization (EPPO) (2024). EPPO Global Database. Available at: https://gd.eppo.int
Perileucoptera coffeella,Brazil,,,,1.0,0.0,,,2024,European and Mediterranean Plant Protection Organization (EPPO) (2024). EPPO Global Database. Available at: https://gd.eppo.int
Tuta absoluta,Balearic Islands,,,,1.0,0.0,,,2024,European and Mediterranean Plant Protection Organization (EPPO) (2024). EPPO Global Database. Available at: https://gd.eppo.int
Tuta absoluta,Balearic Islands,0.0,1.0,,1.0,0.0,0.0,,2010,"Lopez-Vaamonde, C., Agassiz, D., Augustin, S., De Prins, J., De Prins, W., Gomboc, S., ... and Lees, D. (2010). Lepidoptera. Chapter 11. BioRisk 4: 603-668"
Hyphantria cunea ,China,0.0,1.0,1.0,1.0,0.0,0.0,2006.0,2016,"Cao, L., Wei, S., Hoffmann, A., Wen, J. and Chen, M. (2016). Rapid genetic structuring of populations of the invasive fall webworm in relation to spatial expansion and control campaigns. Diversity and Distributions. 22: 1276-1287"
Hyphantria cunea ,Montenegro,0.0,1.0,1.0,1.0,0.0,0.0,1962.0,1970,"Warren, L. and Tadic, M. (1970). Fall web worm, Hyphantria cunea (Drury). Arkansas Agricultural Experimental Station Bulletin. 759: 1-106"
Cameraria ohridella ,Russia Asia,0.0,1.0,,1.0,0.0,0.0,,2023,"Kirichenko, N., Karpun, N., Zhuravleva, E., Shoshina, E., Anikin, V. and Musolin, D. (2023). Invasion Genetics of the Horse-Chestnut Leaf Miner, Cameraria ohridella (Lepidoptera: Gracillariidae), in European Russia: A Case of Successful Involvement of Citizen Science in Studying an Alien Insect Pest. Insects. 14: 117"
Hyphantria cunea ,China,0.0,1.0,1.0,1.0,0.0,0.0,2004.0,2016,"Cao, L., Wei, S., Hoffmann, A., Wen, J. and Chen, M. (2016). Rapid genetic structuring of populations of the invasive fall webworm in relation to spatial expansion and control campaigns. Diversity and Distributions. 22: 1276-1287"
Cameraria ohridella ,Russia Europe,0.0,1.0,,1.0,0.0,0.0,2008.0,2020,"Krivosheina, M. and Ozerova, N. (2020). Horse-chestnut leafminer Cameraria ohridella: invasion history and prognosis. IOP Conference Services: Earth Environmental Sciences. 579: 012071"
Chrysoclista linneella,United States,0.0,1.0,,1.0,0.0,0.0,,2005,"Majka, C. (2005). The linden bark borer (Lepidoptera: Agonoxenidae) infesting European linden in Nova Scotia. Canadian Entomologist. 137: 620-621"
Cameraria ohridella ,Russia Europe,0.0,1.0,,1.0,0.0,0.0,2009.0,2020,"Krivosheina, M. and Ozerova, N. (2020). Horse-chestnut leafminer Cameraria ohridella: invasion history and prognosis. IOP Conference Services: Earth Environmental Sciences. 579: 012071"
Phthorimaea operculella ,United States,0.0,1.0,,1.0,0.0,0.0,1856.0,2010,"Medina, R., Rondon, S., Reyna, S. and Dickey, A. (2010). Population Structure of Phthorimaea operculella (Lepidoptera: Gelechiidae) in the United States. Environmental Entomology. 39(3):1037-1042"
Tuta absoluta,Canary Islands,,,,1.0,0.0,,,2024,European and Mediterranean Plant Protection Organization (EPPO) (2024). EPPO Global Database. Available at: https://gd.eppo.int
Hyphantria cunea ,China,0.0,1.0,1.0,1.0,0.0,0.0,2003.0,2016,"Cao, L., Wei, S., Hoffmann, A., Wen, J. and Chen, M. (2016). Rapid genetic structuring of populations of the invasive fall webworm in relation to spatial expansion and control campaigns. Diversity and Distributions. 22: 1276-1287"
Spodoptera frugiperda ,China,0.0,1.0,,1.0,0.0,0.0,2019.0,2020,"Jing, D., Guo, J., Jiang, Y., Zhao, J., Sethi, A., He, K. and Wang, Z. (2020). Initial detections and spread of invasive Spodoptera frugiperda in China and comparisons with other noctuid larvae in cornfields using molecular techniques. Insect Science. 27: 780-790"
Tuta absoluta,French European Islands,,,,1.0,0.0,,,2024,European and Mediterranean Plant Protection Organization (EPPO) (2024). EPPO Global Database. Available at: https://gd.eppo.int
Tuta absoluta,French European Islands,0.0,1.0,,1.0,0.0,0.0,,2010,"Lopez-Vaamonde, C., Agassiz, D., Augustin, S., De Prins, J., De Prins, W., Gomboc, S., ... and Lees, D. (2010). Lepidoptera. Chapter 11. BioRisk 4: 603-668"
Tuta absoluta,Crete,,,,1.0,0.0,,,2024,European and Mediterranean Plant Protection Organization (EPPO) (2024). EPPO Global Database. Available at: https://gd.eppo.int
Cameraria ohridella ,Ukraine,0.0,1.0,,1.0,0.0,0.0,,2023,"Kirichenko, N., Karpun, N., Zhuravleva, E., Shoshina, E., Anikin, V. and Musolin, D. (2023). Invasion Genetics of the Horse-Chestnut Leaf Miner, Cameraria ohridella (Lepidoptera: Gracillariidae), in European Russia: A Case of Successful Involvement of Citizen Science in Studying an Alien Insect Pest. Insects. 14: 117"
Glyphodes perspectalis,Russia Europe,0.0,1.0,,1.0,0.0,0.0,2016.0,2017,"Poltavsky, A. and Ilyina, E. (2017). New Finds of Alien Lepidoptera Species in Dagestan. Russian Journal of Biological Invasions. 8(4): 347-350"
Hyphantria cunea ,China,0.0,1.0,1.0,1.0,0.0,0.0,1981.0,2016,"Cao, L., Wei, S., Hoffmann, A., Wen, J. and Chen, M. (2016). Rapid genetic structuring of populations of the invasive fall webworm in relation to spatial expansion and control campaigns. Diversity and Distributions. 22: 1276-1287"
Hyphantria cunea ,China,0.0,1.0,1.0,1.0,0.0,0.0,1979.0,2016,"Cao, L., Wei, S., Hoffmann, A., Wen, J. and Chen, M. (2016). Rapid genetic structuring of populations of the invasive fall webworm in relation to spatial expansion and control campaigns. Diversity and Distributions. 22: 1276-1287"
Caloptilia azaleela,United States,0.0,1.0,,1.0,0.0,0.0,,2010,"Burghardt, K., Tallamy, D., Philips, C. and Shropshire, K. (2010). Non-native plants reduce abundance, richness, and host specialization in lepidopteran communities. Ecosphere. 1(15): 11"
Tuta absoluta,Russia Asia,,,,0.0,0.0,,,2024,European and Mediterranean Plant Protection Organization (EPPO) (2024). EPPO Global Database. Available at: https://gd.eppo.int
Tuta absoluta,United Kingdom,,,,1.0,0.0,,,2024,European and Mediterranean Plant Protection Organization (EPPO) (2024). EPPO Global Database. Available at: https://gd.eppo.int
Anartia chrysopelea,United States,0.0,,1.0,,0.0,0.0,1972.0,1992,"Frank, J. and McCoy, E. (1992). Introduction to the Behavioral Ecology of Immigration. The Immigration of Insects to Florida, with a Tabulation of Records Published Since 1970. The Florida Entomologist.75(1): 1-28"
Leucania opalisans,United States,0.0,1.0,1.0,1.0,0.0,0.0,,1992,"Frank, J. and McCoy, E. (1992). Introduction to the Behavioral Ecology of Immigration. The Immigration of Insects to Florida, with a Tabulation of Records Published Since 1970. The Florida Entomologist.75(1): 1-28"
Ozamia lucidalis,United States,0.0,,1.0,,0.0,0.0,1989.0,1992,"Frank, J. and McCoy, E. (1992). Introduction to the Behavioral Ecology of Immigration. The Immigration of Insects to Florida, with a Tabulation of Records Published Since 1970. The Florida Entomologist.75(1): 1-28"
Phoebis orbis,United States,0.0,,1.0,,0.0,0.0,1973.0,1992,"Frank, J. and McCoy, E. (1992). Introduction to the Behavioral Ecology of Immigration. The Immigration of Insects to Florida, with a Tabulation of Records Published Since 1970. The Florida Entomologist.75(1): 1-28"
Strymon limenia,United States,0.0,,1.0,,0.0,0.0,1971.0,1992,"Frank, J. and McCoy, E. (1992). Introduction to the Behavioral Ecology of Immigration. The Immigration of Insects to Florida, with a Tabulation of Records Published Since 1970. The Florida Entomologist.75(1): 1-28"
Stylopalpis lunigerella,United States,0.0,,1.0,,0.0,0.0,1985.0,1992,"Frank, J. and McCoy, E. (1992). Introduction to the Behavioral Ecology of Immigration. The Immigration of Insects to Florida, with a Tabulation of Records Published Since 1970. The Florida Entomologist.75(1): 1-28"
Spodoptera frugiperda ,China,0.0,1.0,,1.0,0.0,0.0,2019.0,2022,"Xu, M., Qi, G., Chen, H., Ma, J., Liu, J., Jiang, Y., ... and Hu, G. (2022). Overseas immigration of fall armyworm, Spodoptera frugiperda (Lepidoptera: Noctuidae), invading Korea and Japan in 2019. Insect Science. 29: 505-520"
Hyphantria cunea ,China,0.0,1.0,1.0,1.0,0.0,0.0,2011.0,2016,"Cao, L., Wei, S., Hoffmann, A., Wen, J. and Chen, M. (2016). Rapid genetic structuring of populations of the invasive fall webworm in relation to spatial expansion and control campaigns. Diversity and Distributions. 22: 1276-1287"
Acrolepiopsis jaspidata,Galapagos,,1.0,,1.0,0.0,,,2022,"Mally, R., Turner, R., Blake, R., Fenn-Moltu, G., Bertelsmeier, C., Brockerhoff, E., ... and Liebhold, A. (2022), Moths and butterflies on alien shores - global biogeography of non-native Lepidoptera. Dryad, Dataset. Available at: https://doi.org/10.5061/dryad.31zcrjdnw"
Asciodes quietalis,Galapagos,,1.0,,1.0,0.0,,,2022,"Mally, R., Turner, R., Blake, R., Fenn-Moltu, G., Bertelsmeier, C., Brockerhoff, E., ... and Liebhold, A. (2022), Moths and butterflies on alien shores - global biogeography of non-native Lepidoptera. Dryad, Dataset. Available at: https://doi.org/10.5061/dryad.31zcrjdnw"
Aphomia cephalonica,Galapagos,,1.0,,1.0,0.0,,,2022,"Mally, R., Turner, R., Blake, R., Fenn-Moltu, G., Bertelsmeier, C., Brockerhoff, E., ... and Liebhold, A. (2022), Moths and butterflies on alien shores - global biogeography of non-native Lepidoptera. Dryad, Dataset. Available at: https://doi.org/10.5061/dryad.31zcrjdnw"
Diaphania nitidalis,Galapagos,,1.0,,1.0,0.0,,,2022,"Mally, R., Turner, R., Blake, R., Fenn-Moltu, G., Bertelsmeier, C., Brockerhoff, E., ... and Liebhold, A. (2022), Moths and butterflies on alien shores - global biogeography of non-native Lepidoptera. Dryad, Dataset. Available at: https://doi.org/10.5061/dryad.31zcrjdnw"
Ponometia exigua,Galapagos,,1.0,,1.0,0.0,,,2022,"Mally, R., Turner, R., Blake, R., Fenn-Moltu, G., Bertelsmeier, C., Brockerhoff, E., ... and Liebhold, A. (2022), Moths and butterflies on alien shores - global biogeography of non-native Lepidoptera. Dryad, Dataset. Available at: https://doi.org/10.5061/dryad.31zcrjdnw"
Spragueia margana,Galapagos,,1.0,,1.0,0.0,,,2022,"Mally, R., Turner, R., Blake, R., Fenn-Moltu, G., Bertelsmeier, C., Brockerhoff, E., ... and Liebhold, A. (2022), Moths and butterflies on alien shores - global biogeography of non-native Lepidoptera. Dryad, Dataset. Available at: https://doi.org/10.5061/dryad.31zcrjdnw"
Tuta absoluta,Galapagos,,1.0,,1.0,0.0,,,2022,"Mally, R., Turner, R., Blake, R., Fenn-Moltu, G., Bertelsmeier, C., Brockerhoff, E., ... and Liebhold, A. (2022), Moths and butterflies on alien shores - global biogeography of non-native Lepidoptera. Dryad, Dataset. Available at: https://doi.org/10.5061/dryad.31zcrjdnw"
Asciodes quietalis,Galapagos,,1.0,,1.0,0.0,,1906.0,2021,"Turner, R., Blake, R., Mally, R., and Liebhold, A. (2024). International Non-native Insect Establishment Data (0.2.1) [Data set]. Zenodo."
Ponometia exigua,Galapagos,,1.0,,1.0,0.0,,1975.0,2021,"Turner, R., Blake, R., Mally, R., and Liebhold, A. (2024). International Non-native Insect Establishment Data (0.2.1) [Data set]. Zenodo."
Spodoptera sunia,Galapagos,,1.0,,1.0,0.0,,2016.0,2021,"Turner, R., Blake, R., Mally, R., and Liebhold, A. (2024). International Non-native Insect Establishment Data (0.2.1) [Data set]. Zenodo."
Heliocontia margana,Galapagos,,1.0,,1.0,0.0,,1923.0,2021,"Turner, R., Blake, R., Mally, R., and Liebhold, A. (2024). International Non-native Insect Establishment Data (0.2.1) [Data set]. Zenodo."
Tuta absoluta,Galapagos,,1.0,,1.0,0.0,,2002.0,2021,"Turner, R., Blake, R., Mally, R., and Liebhold, A. (2024). International Non-native Insect Establishment Data (0.2.1) [Data set]. Zenodo."
Acrolepiopsis jaspidata,Galapagos,,1.0,,1.0,0.0,,,2021,"Turner, R., Blake, R., Mally, R., and Liebhold, A. (2024). International Non-native Insect Establishment Data (0.2.1) [Data set]. Zenodo."
Paectes nana,Galapagos,,,,1.0,0.0,0.0,2011.0,2013,"Pogue, M. (2013). A review of the Paectes arcigera species complex (Guenee) (Lepidoptera, Euteliidae). ZooKeys. 264: 125–163"
Crocidolomia pavenana,Guam,0.0,,,1.0,0.0,0.0,,2003,"Shine, C., Reaser, J.  and Gutierrez, A. (eds.) (2003). Invasive alien species in the Austral Pacific Region: National Reports & Directory of Resources. Global Invasive Species Programme, Cape Town, South Africa."
Spodoptera litura ,Guam,0.0,,,1.0,0.0,0.0,,2003,"Shine, C., Reaser, J.  and Gutierrez, A. (eds.) (2003). Invasive alien species in the Austral Pacific Region: National Reports & Directory of Resources. Global Invasive Species Programme, Cape Town, South Africa."
Spodoptera frugiperda ,China,0.0,1.0,,1.0,0.0,0.0,2019.0,2022,"Xu, M., Qi, G., Chen, H., Ma, J., Liu, J., Jiang, Y., ... and Hu, G. (2022). Overseas immigration of fall armyworm, Spodoptera frugiperda (Lepidoptera: Noctuidae), invading Korea and Japan in 2019. Insect Science. 29: 505-520"
Spodoptera frugiperda ,China,0.0,1.0,,1.0,0.0,0.0,2019.0,2020,"Jing, D., Guo, J., Jiang, Y., Zhao, J., Sethi, A., He, K. and Wang, Z. (2020). Initial detections and spread of invasive Spodoptera frugiperda in China and comparisons with other noctuid larvae in cornfields using molecular techniques. Insect Science. 27: 780-790"
Spodoptera frugiperda ,Hainan,0.0,1.0,,1.0,0.0,0.0,2019.0,2022,"Xu, M., Qi, G., Chen, H., Ma, J., Liu, J., Jiang, Y., ... and Hu, G. (2022). Overseas immigration of fall armyworm, Spodoptera frugiperda (Lepidoptera: Noctuidae), invading Korea and Japan in 2019. Insect Science. 29: 505-520"
Spodoptera frugiperda ,Hainan,0.0,1.0,,1.0,0.0,0.0,2019.0,2020,"Jing, D., Guo, J., Jiang, Y., Zhao, J., Sethi, A., He, K. and Wang, Z. (2020). Initial detections and spread of invasive Spodoptera frugiperda in China and comparisons with other noctuid larvae in cornfields using molecular techniques. Insect Science. 27: 780-790"
Chrysoclista linneella,Canada,0.0,1.0,,1.0,0.0,0.0,1993.0,2005,"Majka, C. (2005). The linden bark borer (Lepidoptera: Agonoxenidae) infesting European linden in Nova Scotia. Canadian Entomologist. 137: 620-621"
Hyphantria cunea ,China,0.0,1.0,1.0,1.0,0.0,0.0,2009.0,2016,"Cao, L., Wei, S., Hoffmann, A., Wen, J. and Chen, M. (2016). Rapid genetic structuring of populations of the invasive fall webworm in relation to spatial expansion and control campaigns. Diversity and Distributions. 22: 1276-1287"
Acrolepiopsis assectella,Hawaii,,1.0,,1.0,0.0,,,2022,"Mally, R., Turner, R., Blake, R., Fenn-Moltu, G., Bertelsmeier, C., Brockerhoff, E., ... and Liebhold, A. (2022), Moths and butterflies on alien shores - global biogeography of non-native Lepidoptera. Dryad, Dataset. Available at: https://doi.org/10.5061/dryad.31zcrjdnw"
Agraulis vanillae,Hawaii,,1.0,,1.0,0.0,,,2022,"Mally, R., Turner, R., Blake, R., Fenn-Moltu, G., Bertelsmeier, C., Brockerhoff, E., ... and Liebhold, A. (2022), Moths and butterflies on alien shores - global biogeography of non-native Lepidoptera. Dryad, Dataset. Available at: https://doi.org/10.5061/dryad.31zcrjdnw"
Anacamptodes fragilaria,Hawaii,,1.0,,1.0,0.0,,,2022,"Mally, R., Turner, R., Blake, R., Fenn-Moltu, G., Bertelsmeier, C., Brockerhoff, E., ... and Liebhold, A. (2022), Moths and butterflies on alien shores - global biogeography of non-native Lepidoptera. Dryad, Dataset. Available at: https://doi.org/10.5061/dryad.31zcrjdnw"
Prospalta dolorosa,Hawaii,,1.0,,1.0,0.0,,,2022,"Mally, R., Turner, R., Blake, R., Fenn-Moltu, G., Bertelsmeier, C., Brockerhoff, E., ... and Liebhold, A. (2022), Moths and butterflies on alien shores - global biogeography of non-native Lepidoptera. Dryad, Dataset. Available at: https://doi.org/10.5061/dryad.31zcrjdnw"
Aphomia cephalonica,Hawaii,,1.0,,1.0,0.0,,,2022,"Mally, R., Turner, R., Blake, R., Fenn-Moltu, G., Bertelsmeier, C., Brockerhoff, E., ... and Liebhold, A. (2022), Moths and butterflies on alien shores - global biogeography of non-native Lepidoptera. Dryad, Dataset. Available at: https://doi.org/10.5061/dryad.31zcrjdnw"
Darna pallivitta,Hawaii,,1.0,,1.0,0.0,,,2022,"Mally, R., Turner, R., Blake, R., Fenn-Moltu, G., Bertelsmeier, C., Brockerhoff, E., ... and Liebhold, A. (2022), Moths and butterflies on alien shores - global biogeography of non-native Lepidoptera. Dryad, Dataset. Available at: https://doi.org/10.5061/dryad.31zcrjdnw"
Diaphania nitidalis,Hawaii,,1.0,,1.0,0.0,,,2022,"Mally, R., Turner, R., Blake, R., Fenn-Moltu, G., Bertelsmeier, C., Brockerhoff, E., ... and Liebhold, A. (2022), Moths and butterflies on alien shores - global biogeography of non-native Lepidoptera. Dryad, Dataset. Available at: https://doi.org/10.5061/dryad.31zcrjdnw"
Leucocosmia nonagrica,Hawaii,,1.0,,1.0,0.0,,,2022,"Mally, R., Turner, R., Blake, R., Fenn-Moltu, G., Bertelsmeier, C., Brockerhoff, E., ... and Liebhold, A. (2022), Moths and butterflies on alien shores - global biogeography of non-native Lepidoptera. Dryad, Dataset. Available at: https://doi.org/10.5061/dryad.31zcrjdnw"
Heliothis virescens,Hawaii,,1.0,,1.0,0.0,,,2022,"Mally, R., Turner, R., Blake, R., Fenn-Moltu, G., Bertelsmeier, C., Brockerhoff, E., ... and Liebhold, A. (2022), Moths and butterflies on alien shores - global biogeography of non-native Lepidoptera. Dryad, Dataset. Available at: https://doi.org/10.5061/dryad.31zcrjdnw"
Hypena laceratalis,Hawaii,,1.0,,1.0,0.0,,,2022,"Mally, R., Turner, R., Blake, R., Fenn-Moltu, G., Bertelsmeier, C., Brockerhoff, E., ... and Liebhold, A. (2022), Moths and butterflies on alien shores - global biogeography of non-native Lepidoptera. Dryad, Dataset. Available at: https://doi.org/10.5061/dryad.31zcrjdnw"
Ithome concolorella,Hawaii,,1.0,,1.0,0.0,,,2022,"Mally, R., Turner, R., Blake, R., Fenn-Moltu, G., Bertelsmeier, C., Brockerhoff, E., ... and Liebhold, A. (2022), Moths and butterflies on alien shores - global biogeography of non-native Lepidoptera. Dryad, Dataset. Available at: https://doi.org/10.5061/dryad.31zcrjdnw"
Psamatodes abydata,Hawaii,,1.0,,1.0,0.0,,,2022,"Mally, R., Turner, R., Blake, R., Fenn-Moltu, G., Bertelsmeier, C., Brockerhoff, E., ... and Liebhold, A. (2022), Moths and butterflies on alien shores - global biogeography of non-native Lepidoptera. Dryad, Dataset. Available at: https://doi.org/10.5061/dryad.31zcrjdnw"
Aphomia gularis,Hawaii,,1.0,,1.0,0.0,,,2022,"Mally, R., Turner, R., Blake, R., Fenn-Moltu, G., Bertelsmeier, C., Brockerhoff, E., ... and Liebhold, A. (2022), Moths and butterflies on alien shores - global biogeography of non-native Lepidoptera. Dryad, Dataset. Available at: https://doi.org/10.5061/dryad.31zcrjdnw"
Pectinophora scutigera,Hawaii,,1.0,,1.0,0.0,,,2022,"Mally, R., Turner, R., Blake, R., Fenn-Moltu, G., Bertelsmeier, C., Brockerhoff, E., ... and Liebhold, A. (2022), Moths and butterflies on alien shores - global biogeography of non-native Lepidoptera. Dryad, Dataset. Available at: https://doi.org/10.5061/dryad.31zcrjdnw"
Pennisetia marginata,Hawaii,,1.0,,1.0,0.0,,,2022,"Mally, R., Turner, R., Blake, R., Fenn-Moltu, G., Bertelsmeier, C., Brockerhoff, E., ... and Liebhold, A. (2022), Moths and butterflies on alien shores - global biogeography of non-native Lepidoptera. Dryad, Dataset. Available at: https://doi.org/10.5061/dryad.31zcrjdnw"
Glyphodes perelegans,Hawaii,,1.0,,1.0,0.0,,,2022,"Mally, R., Turner, R., Blake, R., Fenn-Moltu, G., Bertelsmeier, C., Brockerhoff, E., ... and Liebhold, A. (2022), Moths and butterflies on alien shores - global biogeography of non-native Lepidoptera. Dryad, Dataset. Available at: https://doi.org/10.5061/dryad.31zcrjdnw"
Orphanostigma haemorrhoidalis,Hawaii,,1.0,,1.0,0.0,,,2022,"Mally, R., Turner, R., Blake, R., Fenn-Moltu, G., Bertelsmeier, C., Brockerhoff, E., ... and Liebhold, A. (2022), Moths and butterflies on alien shores - global biogeography of non-native Lepidoptera. Dryad, Dataset. Available at: https://doi.org/10.5061/dryad.31zcrjdnw"
Bembecia marginatum,Hawaii,,1.0,,1.0,0.0,1.0,1963.0,2021,"Turner, R., Blake, R., Mally, R., and Liebhold, A. (2024). International Non-native Insect Establishment Data (0.2.1) [Data set]. Zenodo."
Catabena esula,Hawaii,,1.0,,1.0,0.0,1.0,1955.0,2021,"Turner, R., Blake, R., Mally, R., and Liebhold, A. (2024). International Non-native Insect Establishment Data (0.2.1) [Data set]. Zenodo."
Miresa pallivitta,Hawaii,,1.0,,1.0,0.0,,2001.0,2021,"Turner, R., Blake, R., Mally, R., and Liebhold, A. (2024). International Non-native Insect Establishment Data (0.2.1) [Data set]. Zenodo."
Leucocosmia nonagrica,Hawaii,,1.0,,1.0,0.0,,1903.0,2021,"Turner, R., Blake, R., Mally, R., and Liebhold, A. (2024). International Non-native Insect Establishment Data (0.2.1) [Data set]. Zenodo."
Episimus utilis,Hawaii,,1.0,,1.0,0.0,1.0,1954.0,2021,"Turner, R., Blake, R., Mally, R., and Liebhold, A. (2024). International Non-native Insect Establishment Data (0.2.1) [Data set]. Zenodo."
Hypena laceratalis,Hawaii,,1.0,,1.0,0.0,1.0,,2021,"Turner, R., Blake, R., Mally, R., and Liebhold, A. (2024). International Non-native Insect Establishment Data (0.2.1) [Data set]. Zenodo."
Leucania loreyimima,Hawaii,,1.0,,1.0,0.0,,1974.0,2021,"Turner, R., Blake, R., Mally, R., and Liebhold, A. (2024). International Non-native Insect Establishment Data (0.2.1) [Data set]. Zenodo."
Psamatodes abydata,Hawaii,,1.0,,1.0,0.0,,1970.0,2021,"Turner, R., Blake, R., Mally, R., and Liebhold, A. (2024). International Non-native Insect Establishment Data (0.2.1) [Data set]. Zenodo."
Pectinophora scutigera,Hawaii,,1.0,,1.0,0.0,,1952.0,2021,"Turner, R., Blake, R., Mally, R., and Liebhold, A. (2024). International Non-native Insect Establishment Data (0.2.1) [Data set]. Zenodo."
Pennisetia marginata,Hawaii,,1.0,,1.0,0.0,1.0,,2021,"Turner, R., Blake, R., Mally, R., and Liebhold, A. (2024). International Non-native Insect Establishment Data (0.2.1) [Data set]. Zenodo."
Syngamia haemorrhoidalis,Hawaii,0.0,1.0,,1.0,0.0,1.0,1956.0,2021,"Turner, R., Blake, R., Mally, R., and Liebhold, A. (2024). International Non-native Insect Establishment Data (0.2.1) [Data set]. Zenodo."
Trichoclea postica,Hawaii,,1.0,,1.0,0.0,,1947.0,2021,"Turner, R., Blake, R., Mally, R., and Liebhold, A. (2024). International Non-native Insect Establishment Data (0.2.1) [Data set]. Zenodo."
Zizeeria otis,Hawaii,,1.0,,1.0,0.0,,2008.0,2021,"Turner, R., Blake, R., Mally, R., and Liebhold, A. (2024). International Non-native Insect Establishment Data (0.2.1) [Data set]. Zenodo."
Acrolepiopsis assectella,Hawaii,,1.0,,1.0,0.0,,1939.0,2021,"Turner, R., Blake, R., Mally, R., and Liebhold, A. (2024). International Non-native Insect Establishment Data (0.2.1) [Data set]. Zenodo."
Agraulis vanillae,Hawaii,,1.0,,1.0,0.0,,1977.0,2021,"Turner, R., Blake, R., Mally, R., and Liebhold, A. (2024). International Non-native Insect Establishment Data (0.2.1) [Data set]. Zenodo."
Berresa natalis,Hawaii,,1.0,,1.0,0.0,,1945.0,2021,"Turner, R., Blake, R., Mally, R., and Liebhold, A. (2024). International Non-native Insect Establishment Data (0.2.1) [Data set]. Zenodo."
Anacamptodes fragilaria,Hawaii,,1.0,,1.0,0.0,,1946.0,2021,"Turner, R., Blake, R., Mally, R., and Liebhold, A. (2024). International Non-native Insect Establishment Data (0.2.1) [Data set]. Zenodo."
Trichoclea edwardsii,Hawaii,,1.0,,1.0,0.0,,,2021,"Turner, R., Blake, R., Mally, R., and Liebhold, A. (2024). International Non-native Insect Establishment Data (0.2.1) [Data set]. Zenodo."
Acrolepiopsis assectella,Hawaii,,,,0.0,0.0,,,2024,European and Mediterranean Plant Protection Organization (EPPO) (2024). EPPO Global Database. Available at: https://gd.eppo.int
Acrolepiopsis assectella,Hawaii,0.0,1.0,,1.0,0.0,0.0,1939.0,2022,"U.S. Geological Survey (2022). United States Register of Introduced and Invasive Species (US-RIIS), all versions: U.S. Geological Survey data release, https://doi.org/10.5066/P92DN8D8"
Agraulis vanillae,Hawaii,0.0,1.0,,1.0,0.0,0.0,,2022,"U.S. Geological Survey (2022). United States Register of Introduced and Invasive Species (US-RIIS), all versions: U.S. Geological Survey data release, https://doi.org/10.5066/P92DN8D8"
Asciodes quietalis,Hawaii,0.0,1.0,,1.0,0.0,0.0,2017.0,2022,"U.S. Geological Survey (2022). United States Register of Introduced and Invasive Species (US-RIIS), all versions: U.S. Geological Survey data release, https://doi.org/10.5066/P92DN8D8"
Bembecia marginatum,Hawaii,0.0,1.0,,1.0,0.0,1.0,1963.0,2022,"U.S. Geological Survey (2022). United States Register of Introduced and Invasive Species (US-RIIS), all versions: U.S. Geological Survey data release, https://doi.org/10.5066/P92DN8D8"
Berresa natalis,Hawaii,0.0,1.0,,1.0,0.0,0.0,1945.0,2022,"U.S. Geological Survey (2022). United States Register of Introduced and Invasive Species (US-RIIS), all versions: U.S. Geological Survey data release, https://doi.org/10.5066/P92DN8D8"
Catabena esula,Hawaii,0.0,1.0,,1.0,0.0,1.0,,2022,"U.S. Geological Survey (2022). United States Register of Introduced and Invasive Species (US-RIIS), all versions: U.S. Geological Survey data release, https://doi.org/10.5066/P92DN8D8"
Darna pallivitta,Hawaii,,1.0,,1.0,0.0,0.0,2001.0,2022,"U.S. Geological Survey (2022). United States Register of Introduced and Invasive Species (US-RIIS), all versions: U.S. Geological Survey data release, https://doi.org/10.5066/P92DN8D8"
Diaphania nitidalis,Hawaii,,1.0,,1.0,0.0,0.0,2003.0,2022,"U.S. Geological Survey (2022). United States Register of Introduced and Invasive Species (US-RIIS), all versions: U.S. Geological Survey data release, https://doi.org/10.5066/P92DN8D8"
Eucosma impatiens,Hawaii,0.0,1.0,,1.0,0.0,1.0,,2022,"U.S. Geological Survey (2022). United States Register of Introduced and Invasive Species (US-RIIS), all versions: U.S. Geological Survey data release, https://doi.org/10.5066/P92DN8D8"
