Species;NAME_0;Realm;Cryptogenic;Dispersal;Eradicated;IntentionalRelease;Introduced;Established;ReportedFirstYear;Reference;ReferenceYear
Hofmannophila pseudospretella;Switzerland;Palearctic;0.0;;0.0;0.0;1.0;;;Lopez-Vaamonde, C. et al. (2010). Lepidoptera. Chapter 11. BioRisk. 4: 603-668;2010.0
Hofmannophila pseudospretella;United Kingdom;Palearctic;0.0;;0.0;0.0;1.0;1.0;;Lopez-Vaamonde, C. et al. (2010). Lepidoptera. Chapter 11. BioRisk. 4: 603-668;2010.0
Hofmannophila pseudospretella;Greenland;Palearctic;0.0;0.0;0.0;0.0;1.0;;;Shropshire, K., Tallamy, D. (2025). Lepidoptera of North American north of Mexico: An annotated list containing geographic ranges and host plant records. ZooKeys;2025.0
Hofmannophila pseudospretella;United States;Nearctic;0.0;;0.0;0.0;1.0;1.0;;Shropshire, K., Tallamy, D. (2025). Lepidoptera of North American north of Mexico: An annotated list containing geographic ranges and host plant records. ZooKeys;2025.0
Hofmannophila pseudospretella;Hawaii;Nearctic;0.0;;0.0;0.0;1.0;1.0;;Nishida, G. (2002). Hawaiian terrestrial arthropod checklist. Fourth edition. Bishop Museum Press. 313 pp;2002.0
Hofmannophila pseudospretella;Hawaii;Nearctic;;;0.0;;1.0;1.0;1976.0;Turner, R. et al. (2024). International Non-native Insect Establishment Data (0.2.1) [Data set]. Zenodo;2024.0
Hofmannophila pseudospretella;Hawaii;Nearctic;0.0;;0.0;0.0;;1.0;;Yamanaka, T. et al. (2015). Comparison of insect invasions in North America, Japan and their Islands. Biological Invasions. 17(10): 3049-3061;2015.0
Homadaula albizziae;United States;Nearctic;;;0.0;0.0;1.0;1.0;1940.0;Simpson, A. et al. (2022). United States Register of Introduced and Invasive Species (US-RIIS) (ver. 2.0, November 2022): U.S. Geological Survey data release.;2022.0
Homadaula albizziae;United States;Nearctic;;;0.0;;1.0;1.0;;Invasive Species Specialist Group ISSG (2020). Global Register of Introduced and Invasive Species GRIIS.;2020.0
Homadaula anisocentra;Canada;Nearctic;0.0;;0.0;0.0;1.0;1.0;;Shropshire, K., Tallamy, D. (2025). Lepidoptera of North American north of Mexico: An annotated list containing geographic ranges and host plant records. ZooKeys;2025.0
Homadaula anisocentra;United States;Nearctic;0.0;;0.0;0.0;1.0;1.0;;Yamanaka, T. et al. (2015). Comparison of insect invasions in North America, Japan and their Islands. Biological Invasions. 17(10): 3049-3061;2015.0
Homadaula anisocentra;United States;Nearctic;0.0;0.0;0.0;0.0;1.0;1.0;1943.0;Shropshire, K., Tallamy, D. (2025). Lepidoptera of North American north of Mexico: An annotated list containing geographic ranges and host plant records. ZooKeys;2025.0
Homadaula anisocentra;United States;Nearctic;0.0;;0.0;0.0;1.0;1.0;1940.0;Shropshire, K., Tallamy, D. (2025). Lepidoptera of North American north of Mexico: An annotated list containing geographic ranges and host plant records. ZooKeys;2025.0
Homeosoma stenotea;Australia;Australian;0.0;;0.0;1.0;1.0;1.0;;Ramadan, M. et al. (2023). Insect and weed biological control in Hawaii: Recent case studies and trends. Biological Control. 179: 105170;2023.0
Homoeographa lamceolella;Chile;Neotropical;;;0.0;;1.0;1.0;2012.0;Turner, R. et al. (2024). International Non-native Insect Establishment Data (0.2.1) [Data set]. Zenodo;2024.0
Homona coffearia;India;Oriental;;;0.0;;;1.0;;European and Mediterranean Plant Protection Organization (EPPO) (2024). EPPO Global Database.;2024.0
Homona coffearia;China;Oriental;;;0.0;;;1.0;;European and Mediterranean Plant Protection Organization (EPPO) (2024). EPPO Global Database.;2024.0
Homona coffearia;Japan;Sino-Japanese;;;0.0;;;1.0;;European and Mediterranean Plant Protection Organization (EPPO) (2024). EPPO Global Database.;2024.0
Homona coffearia;Indonesia;Oriental;;;0.0;;;1.0;;European and Mediterranean Plant Protection Organization (EPPO) (2024). EPPO Global Database.;2024.0
Homona coffearia;Indonesia;Oceanian;;;0.0;;;1.0;;European and Mediterranean Plant Protection Organization (EPPO) (2024). EPPO Global Database.;2024.0
Homona coffearia;Australia;Australian;;;0.0;;;0.0;;European and Mediterranean Plant Protection Organization (EPPO) (2024). EPPO Global Database.;2024.0
Homona coffearia;Malaysia;Oriental;;;0.0;;;1.0;;European and Mediterranean Plant Protection Organization (EPPO) (2024). EPPO Global Database.;2024.0
Homona coffearia;Hong Kong and Macau;Sino-Japanese;;;0.0;;;1.0;;European and Mediterranean Plant Protection Organization (EPPO) (2024). EPPO Global Database.;2024.0
Homona coffearia;Bangladesh;Oriental;;;0.0;;;1.0;;European and Mediterranean Plant Protection Organization (EPPO) (2024). EPPO Global Database.;2024.0
Homona coffearia;Cambodia;Oriental;;;0.0;;;0.0;;European and Mediterranean Plant Protection Organization (EPPO) (2024). EPPO Global Database.;2024.0
Homona coffearia;Laos;Oriental;;;0.0;;;0.0;;European and Mediterranean Plant Protection Organization (EPPO) (2024). EPPO Global Database.;2024.0
Homona coffearia;Philippines;Oriental;;;0.0;;;1.0;;European and Mediterranean Plant Protection Organization (EPPO) (2024). EPPO Global Database.;2024.0
Homona coffearia;Sri Lanka;Oriental;;;0.0;;;1.0;;European and Mediterranean Plant Protection Organization (EPPO) (2024). EPPO Global Database.;2024.0
Homona coffearia;Taiwan;Oriental;;;0.0;;;1.0;;European and Mediterranean Plant Protection Organization (EPPO) (2024). EPPO Global Database.;2024.0
Homona coffearia;Vietnam;Oriental;;;0.0;;;1.0;;European and Mediterranean Plant Protection Organization (EPPO) (2024). EPPO Global Database.;2024.0
Homona coffearia;Papua New Guinea;Oceanian;;;0.0;;;1.0;;European and Mediterranean Plant Protection Organization (EPPO) (2024). EPPO Global Database.;2024.0
Homona coffearia;Solomon Islands;Oceanian;;;0.0;;;1.0;;European and Mediterranean Plant Protection Organization (EPPO) (2024). EPPO Global Database.;2024.0
Hyalophora cecropia;Hawaii;Nearctic;0.0;0.0;0.0;0.0;1.0;0.0;;Austin, K., Rubinoff, D. (2022). Eleven New Records of Lepidoptera in the Hawaiian Islands including corrections to the Hawaiian Terrestrial Arthropod Checklist. Bishop Museum Occasional Papers 142: 49–74;2022.0
Hyalophora euryalus;Hawaii;Nearctic;0.0;;0.0;0.0;1.0;0.0;;Austin, K., Rubinoff, D. (2022). Eleven New Records of Lepidoptera in the Hawaiian Islands including corrections to the Hawaiian Terrestrial Arthropod Checklist. Bishop Museum Occasional Papers 142: 49–74;2022.0
Hyblaea puera;United States;Nearctic;;;0.0;0.0;1.0;1.0;1925.0;Simpson, A. et al. (2022). United States Register of Introduced and Invasive Species (US-RIIS) (ver. 2.0, November 2022): U.S. Geological Survey data release.;2022.0
Hyblaea puera;Costa Rica;Panamanian;;;0.0;;1.0;1.0;;Invasive Species Specialist Group ISSG (2020). Global Register of Introduced and Invasive Species GRIIS.;2020.0
Hyblaea puera;Mexico;Nearctic;;;0.0;;1.0;1.0;;Invasive Species Specialist Group ISSG (2020). Global Register of Introduced and Invasive Species GRIIS.;2020.0
Hyblaea puera;Brazil;Neotropical;0.0;;0.0;0.0;1.0;1.0;1998.0;Peres-Filho, O. et al. (2002). Ocorrencia de Hyblaea puera (Cramer, 1777) (Lepidoptera: Hyblaeidae) em Teca no Brasil. Bragantia, Campinas. 61(1): 59-60;2002.0
Hyblaea puera;Brazil;Neotropical;0.0;;0.0;0.0;1.0;1.0;2016.0;Faraco, L. et al. (2019). Infestation of Mangroves by the Invasive Moth Hyblaea puera (Cramer, 1777) (Lepidoptera: Hyblaeidae). Brazilian Archives of Biology and Technology. 62: e19170516;2019.0
Hyblaea puera;Brazil;Neotropical;0.0;;0.0;0.0;1.0;1.0;1997.0;Faraco, L. et al. (2019). Infestation of Mangroves by the Invasive Moth Hyblaea puera (Cramer, 1777) (Lepidoptera: Hyblaeidae). Brazilian Archives of Biology and Technology. 62: e19170516;2019.0
Hyblaea puera;Brazil;Neotropical;0.0;;0.0;0.0;1.0;1.0;1997.0;Peres-Filho, O. et al. (2002). Ocorrencia de Hyblaea puera (Cramer, 1777) (Lepidoptera: Hyblaeidae) em Teca no Brasil. Bragantia, Campinas. 61(1): 59-60;2002.0
Hyblaea puera;Brazil;Neotropical;0.0;;0.0;0.0;1.0;1.0;;Faraco, L. et al. (2019). Infestation of Mangroves by the Invasive Moth Hyblaea puera (Cramer, 1777) (Lepidoptera: Hyblaeidae). Brazilian Archives of Biology and Technology. 62: e19170516;2019.0
Hyblaea puera;Brazil;Neotropical;0.0;;0.0;0.0;1.0;1.0;2020.0;Freires, J. et al. (2023). Estimation of the extent of defoliation in Avicennia L. (Acanthaceae) caused by caterpillars of Hyblaea puera (Cramer, 1777) in a tropical mangrove. Regional Studies in Marine Science. 68: 103240;2023.0
Hyblaea puera;United States;Nearctic;0.0;;0.0;0.0;1.0;1.0;1925.0;Shropshire, K., Tallamy, D. (2025). Lepidoptera of North American north of Mexico: An annotated list containing geographic ranges and host plant records. ZooKeys;2025.0
Hydraecia micacea;United States;Nearctic;0.0;;0.0;0.0;1.0;1.0;1902.0;Simpson, A. et al. (2022). United States Register of Introduced and Invasive Species (US-RIIS) (ver. 2.0, November 2022): U.S. Geological Survey data release.;2022.0
Hydraecia micacea;Canada;Nearctic;0.0;;0.0;0.0;1.0;1.0;;Shropshire, K., Tallamy, D. (2025). Lepidoptera of North American north of Mexico: An annotated list containing geographic ranges and host plant records. ZooKeys;2025.0
Hydraecia micacea;United States;Nearctic;0.0;;0.0;0.0;;1.0;;Yamanaka, T. et al. (2015). Comparison of insect invasions in North America, Japan and their Islands. Biological Invasions. 17(10): 3049-3061;2015.0
Hydraecia micacea;Canada;Nearctic;0.0;;0.0;0.0;1.0;1.0;1900.0;Weihrauch, F. (2020). Rosy rustic moth as a hop pest in the Hallertau: History and current situation. Mitteilungen der Deutschen Gesellschaft fur Allgemeine und Angewandte Entomologie. 22: 125-128;2020.0
Hydraecia micacea;United States;Nearctic;0.0;;0.0;0.0;1.0;1.0;;Shropshire, K., Tallamy, D. (2025). Lepidoptera of North American north of Mexico: An annotated list containing geographic ranges and host plant records. ZooKeys;2025.0
Hydraecia micacea;Canada;Nearctic;0.0;;0.0;0.0;1.0;1.0;1900.0;Shropshire, K., Tallamy, D. (2025). Lepidoptera of North American north of Mexico: An annotated list containing geographic ranges and host plant records. ZooKeys;2025.0
Hydraecia micacea;United States;Nearctic;0.0;;0.0;0.0;1.0;1.0;1902.0;Shropshire, K., Tallamy, D. (2025). Lepidoptera of North American north of Mexico: An annotated list containing geographic ranges and host plant records. ZooKeys;2025.0
Hydrelia flammeolaria;Portugal;Palearctic;1.0;;0.0;0.0;;;2014.0;Corley, M. et al. (2015). New and interesting Portuguese Lepidoptera records from 2015 (Insecta: Lepidoptera). SHILAP Revista de Lepidopterologia. 44(176): 615-643;2015.0
Hydriris dioctias;Hawaii;Nearctic;1.0;;0.0;0.0;;1.0;;Austin, K., Rubinoff, D. (2022). Eleven New Records of Lepidoptera in the Hawaiian Islands including corrections to the Hawaiian Terrestrial Arthropod Checklist. Bishop Museum Occasional Papers 142: 49–74;2022.0
Hylephila phyleus;Hawaii;Nearctic;;;0.0;0.0;1.0;1.0;;Simpson, A. et al. (2022). United States Register of Introduced and Invasive Species (US-RIIS) (ver. 2.0, November 2022): U.S. Geological Survey data release.;2022.0
Hylephila phyleus;Hawaii;Nearctic;;;0.0;;1.0;1.0;;Mally, R. et al. (2022). Moths and butterflies on alien shores - global biogeography of non-native Lepidoptera. Dryad, Dataset.;2022.0
Hylephila phyleus;Hawaii;Nearctic;0.0;;0.0;0.0;1.0;1.0;;Nishida, G. (2002). Hawaiian terrestrial arthropod checklist. Fourth edition. Bishop Museum Press. 313 pp;2002.0
Hylephila phyleus;Hawaii;Nearctic;;;0.0;;1.0;1.0;1970.0;Turner, R. et al. (2024). International Non-native Insect Establishment Data (0.2.1) [Data set]. Zenodo;2024.0
Hylephila phyleus;Hawaii;Nearctic;0.0;;0.0;0.0;;1.0;;Yamanaka, T. et al. (2015). Comparison of insect invasions in North America, Japan and their Islands. Biological Invasions. 17(10): 3049-3061;2015.0
Hyles euphorbiae;United States;Nearctic;;;0.0;0.0;1.0;1.0;;Simpson, A. et al. (2022). United States Register of Introduced and Invasive Species (US-RIIS) (ver. 2.0, November 2022): U.S. Geological Survey data release.;2022.0
Hyles euphorbiae;Canada;Nearctic;;;0.0;;1.0;1.0;;Invasive Species Specialist Group ISSG (2020). Global Register of Introduced and Invasive Species GRIIS.;2020.0
Hyles euphorbiae;Canada;Nearctic;0.0;0.0;0.0;1.0;1.0;1.0;;Shropshire, K., Tallamy, D. (2025). Lepidoptera of North American north of Mexico: An annotated list containing geographic ranges and host plant records. ZooKeys;2025.0
Hyles euphorbiae;United States;Nearctic;0.0;;0.0;1.0;;1.0;;Yamanaka, T. et al. (2015). Comparison of insect invasions in North America, Japan and their Islands. Biological Invasions. 17(10): 3049-3061;2015.0
Hyles euphorbiae;United States;Nearctic;0.0;0.0;0.0;1.0;1.0;1.0;;Shropshire, K., Tallamy, D. (2025). Lepidoptera of North American north of Mexico: An annotated list containing geographic ranges and host plant records. ZooKeys;2025.0
Hyles euphorbiae;Canada;Nearctic;0.0;;0.0;1.0;1.0;1.0;;Shropshire, K., Tallamy, D. (2025). Lepidoptera of North American north of Mexico: An annotated list containing geographic ranges and host plant records. ZooKeys;2025.0
Hyles euphorbiae;United States;Nearctic;0.0;;0.0;1.0;1.0;1.0;;Shropshire, K., Tallamy, D. (2025). Lepidoptera of North American north of Mexico: An annotated list containing geographic ranges and host plant records. ZooKeys;2025.0
Hyles lineata;Hawaii;Nearctic;;;0.0;0.0;1.0;1.0;;Simpson, A. et al. (2022). United States Register of Introduced and Invasive Species (US-RIIS) (ver. 2.0, November 2022): U.S. Geological Survey data release.;2022.0
Hyles lineata;Australia;Australian;;;0.0;;1.0;1.0;;Mally, R. et al. (2022). Moths and butterflies on alien shores - global biogeography of non-native Lepidoptera. Dryad, Dataset.;2022.0
Hyles lineata;Hawaii;Nearctic;;;0.0;;1.0;1.0;;Mally, R. et al. (2022). Moths and butterflies on alien shores - global biogeography of non-native Lepidoptera. Dryad, Dataset.;2022.0
Hyles lineata;Hawaii;Nearctic;0.0;;0.0;0.0;1.0;1.0;;Nishida, G. (2002). Hawaiian terrestrial arthropod checklist. Fourth edition. Bishop Museum Press. 313 pp;2002.0
Hyles lineata;Hawaii;Nearctic;;;0.0;;1.0;1.0;1877.0;Turner, R. et al. (2024). International Non-native Insect Establishment Data (0.2.1) [Data set]. Zenodo;2024.0
Hyles lineata;Hawaii;Nearctic;1.0;;0.0;0.0;;1.0;;Yamanaka, T. et al. (2015). Comparison of insect invasions in North America, Japan and their Islands. Biological Invasions. 17(10): 3049-3061;2015.0
Hyles lineata;Hawaii;Nearctic;0.0;;0.0;;1.0;1.0;;Turner, R. et al. (2024). International Non-native Insect Establishment Data (0.2.1) [Data set]. Zenodo.;2024.0
Hymenia perspectalis;Galapagos;Neotropical;;;0.0;;1.0;1.0;;Mally, R. et al. (2022). Moths and butterflies on alien shores - global biogeography of non-native Lepidoptera. Dryad, Dataset.;2022.0
Hymenia perspectalis;Galapagos;Neotropical;;;0.0;;1.0;1.0;1906.0;Turner, R. et al. (2024). International Non-native Insect Establishment Data (0.2.1) [Data set]. Zenodo;2024.0
Hypena laceratalis;Hawaii;Nearctic;0.0;0.0;0.0;1.0;1.0;1.0;;Simpson, A. et al. (2022). United States Register of Introduced and Invasive Species (US-RIIS) (ver. 2.0, November 2022): U.S. Geological Survey data release.;2022.0
Hypena laceratalis;Hawaii;Nearctic;;;0.0;;1.0;1.0;;Mally, R. et al. (2022). Moths and butterflies on alien shores - global biogeography of non-native Lepidoptera. Dryad, Dataset.;2022.0
Hypena laceratalis;Hawaii;Nearctic;0.0;0.0;0.0;1.0;1.0;1.0;;Nishida, G. (2002). Hawaiian terrestrial arthropod checklist. Fourth edition. Bishop Museum Press. 313 pp;2002.0
Hypena laceratalis;Hawaii;Nearctic;0.0;0.0;0.0;1.0;1.0;1.0;;Turner, R. et al. (2024). International Non-native Insect Establishment Data (0.2.1) [Data set]. Zenodo;2024.0
Hypena laceratalis;Hawaii;Nearctic;0.0;0.0;0.0;1.0;1.0;1.0;;Yamanaka, T. et al. (2015). Comparison of insect invasions in North America, Japan and their Islands. Biological Invasions. 17(10): 3049-3061;2015.0
Hypena opulenta;Canada;Nearctic;0.0;0.0;0.0;1.0;1.0;;2012.0;Casagrande, R. et al. (2011). A petition for experimental open-field release of Hypena opulenta a potential biological control agent of swallow-worts (Vincetoxicum nigrum and V. rossicum) in North America. Appendix E, pp. 172. In Mason P. et al. (2017). Guide for the first-time importation and release of arthropod biological control agents in Canada. Agriculture and Agri-Food, Canada;2011.0
Hypena opulenta;Canada;Nearctic;0.0;0.0;0.0;1.0;1.0;1.0;;Shropshire, K., Tallamy, D. (2025). Lepidoptera of North American north of Mexico: An annotated list containing geographic ranges and host plant records. ZooKeys;2025.0
Hypena opulenta;Canada;Nearctic;0.0;;0.0;1.0;1.0;1.0;;Shropshire, K., Tallamy, D. (2025). Lepidoptera of North American north of Mexico: An annotated list containing geographic ranges and host plant records. ZooKeys;2025.0
Hypena subidalis;United States;Nearctic;;;0.0;0.0;1.0;;1985.0;Simpson, A. et al. (2022). United States Register of Introduced and Invasive Species (US-RIIS) (ver. 2.0, November 2022): U.S. Geological Survey data release.;2022.0
Hypena subidalis;United States;Nearctic;0.0;1.0;0.0;0.0;;;1985.0;Frank, J., McCoy, E. (1992). Introduction to the Behavioral Ecology of Immigration. The Immigration of Insects to Florida, with a Tabulation of Records Published Since 1970. The Florida Entomologist.75(1): 1-28;1992.0
Hypena subidalis;United States;Nearctic;0.0;;0.0;0.0;;;;Yamanaka, T. et al. (2015). Comparison of insect invasions in North America, Japan and their Islands. Biological Invasions. 17(10): 3049-3061;2015.0
Hyphantrea cunea;Tunisia;Saharo-Arabian;0.0;;0.0;0.0;1.0;1.0;;European and Mediterranean Plant Protection Organization (EPPO) (1978). Official List of Dangerous Pests to Tunisia. EPPO Reporting Service. 01 - 1978: 1978/05;1978.0
Hyphantria cunea;Austria;Palearctic;;;0.0;;1.0;1.0;;Roy, D. et al. (2020). DAISIE - Delivering Alien Invasive Species Inventories for Europe.;2020.0
Hyphantria cunea;Bulgaria;Palearctic;;;0.0;;1.0;1.0;;Roy, D. et al. (2020). DAISIE - Delivering Alien Invasive Species Inventories for Europe.;2020.0
Hyphantria cunea;Czechia;Palearctic;;;0.0;;1.0;1.0;;Roy, D. et al. (2020). DAISIE - Delivering Alien Invasive Species Inventories for Europe.;2020.0
Hyphantria cunea;Spain;Palearctic;;;0.0;;1.0;1.0;;Roy, D. et al. (2020). DAISIE - Delivering Alien Invasive Species Inventories for Europe.;2020.0
Hyphantria cunea;North Macedonia;Palearctic;;;0.0;;1.0;1.0;;Roy, D. et al. (2020). DAISIE - Delivering Alien Invasive Species Inventories for Europe.;2020.0
Hyphantria cunea;United Kingdom;Palearctic;;;0.0;;1.0;1.0;;Roy, D. et al. (2020). DAISIE - Delivering Alien Invasive Species Inventories for Europe.;2020.0
Hyphantria cunea;Hungary;Palearctic;;;0.0;;1.0;1.0;;Roy, D. et al. (2020). DAISIE - Delivering Alien Invasive Species Inventories for Europe.;2020.0
Hyphantria cunea;Lithuania;Palearctic;;;0.0;;1.0;1.0;;Roy, D. et al. (2020). DAISIE - Delivering Alien Invasive Species Inventories for Europe.;2020.0
Hyphantria cunea;Romania;Palearctic;;;0.0;;1.0;1.0;;Roy, D. et al. (2020). DAISIE - Delivering Alien Invasive Species Inventories for Europe.;2020.0
Hyphantria cunea;Slovenia;Palearctic;;;0.0;;1.0;1.0;;Roy, D. et al. (2020). DAISIE - Delivering Alien Invasive Species Inventories for Europe.;2020.0
Hyphantria cunea;Albania;Palearctic;;;0.0;;1.0;1.0;;Roy, D. et al. (2020). DAISIE - Delivering Alien Invasive Species Inventories for Europe.;2020.0
