Species;NAME_0;Realm;Cryptogenic;Dispersal;Eradicated;IntentionalRelease;Introduced;Established;ReportedFirstYear;Reference;ReferenceYear
Tuta absoluta;Greece;Palearctic;0.0;;0.0;0.0;1.0;1.0;2006.0;Pullaiah, T., Ielmini, M. (Eds.) (2021). Invasive Alien Species: Observations and Issues from Around the World. Volume 3: Issues and Invasions in Europe. Wiley. 326pp;2021.0
Tuta absoluta;Tunisia;Saharo-Arabian;0.0;1.0;0.0;0.0;1.0;1.0;2008.0;Sauby, K. et al. (2012). The Role of Host Identity in Determining the Distribution of the Invasive Moth Cactoblastis cactorum (Lepidoptera: Pyralidae) in Florida. Florida Entomologist. 95(3): 561-568;2012.0
Tuta absoluta;Afghanistan;Saharo-Arabian;0.0;;0.0;0.0;1.0;1.0;2015.0;Hossain, M. et al. (2016). First Record of Tuta absoluta (Lepidoptera: Gelechiidae) from Bangladesh. Journal of Agricultural and Urban Entomology. 32(1):101-105;2016.0
Tuta absoluta;Albania;Palearctic;0.0;;0.0;0.0;1.0;1.0;2009.0;Hossain, M. et al. (2016). First Record of Tuta absoluta (Lepidoptera: Gelechiidae) from Bangladesh. Journal of Agricultural and Urban Entomology. 32(1):101-105;2016.0
Tuta absoluta;Bahrain;Saharo-Arabian;0.0;;0.0;0.0;1.0;1.0;2009.0;Hossain, M. et al. (2016). First Record of Tuta absoluta (Lepidoptera: Gelechiidae) from Bangladesh. Journal of Agricultural and Urban Entomology. 32(1):101-105;2016.0
Tuta absoluta;Bangladesh;Oriental;0.0;;0.0;0.0;1.0;1.0;2016.0;Hossain, M. et al. (2016). First Record of Tuta absoluta (Lepidoptera: Gelechiidae) from Bangladesh. Journal of Agricultural and Urban Entomology. 32(1):101-105;2016.0
Tuta absoluta;Bosnia and Herzegovina;Palearctic;0.0;;0.0;0.0;1.0;1.0;2010.0;Hossain, M. et al. (2016). First Record of Tuta absoluta (Lepidoptera: Gelechiidae) from Bangladesh. Journal of Agricultural and Urban Entomology. 32(1):101-105;2016.0
Tuta absoluta;Bulgaria;Palearctic;0.0;;0.0;0.0;1.0;1.0;2010.0;Hossain, M. et al. (2016). First Record of Tuta absoluta (Lepidoptera: Gelechiidae) from Bangladesh. Journal of Agricultural and Urban Entomology. 32(1):101-105;2016.0
Tuta absoluta;Costa Rica;Panamanian;0.0;;0.0;0.0;1.0;1.0;2014.0;Hossain, M. et al. (2016). First Record of Tuta absoluta (Lepidoptera: Gelechiidae) from Bangladesh. Journal of Agricultural and Urban Entomology. 32(1):101-105;2016.0
Tuta absoluta;Croatia;Palearctic;0.0;;0.0;0.0;1.0;1.0;2010.0;Hossain, M. et al. (2016). First Record of Tuta absoluta (Lepidoptera: Gelechiidae) from Bangladesh. Journal of Agricultural and Urban Entomology. 32(1):101-105;2016.0
Tuta absoluta;Cyprus;Saharo-Arabian;0.0;;0.0;0.0;1.0;1.0;2010.0;Hossain, M. et al. (2016). First Record of Tuta absoluta (Lepidoptera: Gelechiidae) from Bangladesh. Journal of Agricultural and Urban Entomology. 32(1):101-105;2016.0
Tuta absoluta;Czechia;Palearctic;0.0;;0.0;0.0;1.0;1.0;2013.0;Hossain, M. et al. (2016). First Record of Tuta absoluta (Lepidoptera: Gelechiidae) from Bangladesh. Journal of Agricultural and Urban Entomology. 32(1):101-105;2016.0
Tuta absoluta;Ethiopia;Afrotropical;0.0;;0.0;0.0;1.0;1.0;2012.0;Hossain, M. et al. (2016). First Record of Tuta absoluta (Lepidoptera: Gelechiidae) from Bangladesh. Journal of Agricultural and Urban Entomology. 32(1):101-105;2016.0
Tuta absoluta;Gambia;Afrotropical;0.0;;0.0;0.0;1.0;1.0;2013.0;Hossain, M. et al. (2016). First Record of Tuta absoluta (Lepidoptera: Gelechiidae) from Bangladesh. Journal of Agricultural and Urban Entomology. 32(1):101-105;2016.0
Tuta absoluta;Georgia;Palearctic;0.0;;0.0;0.0;1.0;1.0;2011.0;Hossain, M. et al. (2016). First Record of Tuta absoluta (Lepidoptera: Gelechiidae) from Bangladesh. Journal of Agricultural and Urban Entomology. 32(1):101-105;2016.0
Tuta absoluta;Germany;Palearctic;0.0;;0.0;0.0;1.0;1.0;2010.0;Hossain, M. et al. (2016). First Record of Tuta absoluta (Lepidoptera: Gelechiidae) from Bangladesh. Journal of Agricultural and Urban Entomology. 32(1):101-105;2016.0
Tuta absoluta;Guinea;Afrotropical;0.0;;0.0;0.0;1.0;1.0;2015.0;Hossain, M. et al. (2016). First Record of Tuta absoluta (Lepidoptera: Gelechiidae) from Bangladesh. Journal of Agricultural and Urban Entomology. 32(1):101-105;2016.0
Tuta absoluta;Hungary;Palearctic;0.0;;0.0;0.0;1.0;1.0;2010.0;Hossain, M. et al. (2016). First Record of Tuta absoluta (Lepidoptera: Gelechiidae) from Bangladesh. Journal of Agricultural and Urban Entomology. 32(1):101-105;2016.0
Tuta absoluta;Iran;Saharo-Arabian;0.0;;0.0;0.0;1.0;1.0;2010.0;Hossain, M. et al. (2016). First Record of Tuta absoluta (Lepidoptera: Gelechiidae) from Bangladesh. Journal of Agricultural and Urban Entomology. 32(1):101-105;2016.0
Tuta absoluta;Iraq;Saharo-Arabian;0.0;;0.0;0.0;1.0;1.0;2009.0;Hossain, M. et al. (2016). First Record of Tuta absoluta (Lepidoptera: Gelechiidae) from Bangladesh. Journal of Agricultural and Urban Entomology. 32(1):101-105;2016.0
Tuta absoluta;Jordan;Saharo-Arabian;0.0;;0.0;0.0;1.0;1.0;2009.0;Hossain, M. et al. (2016). First Record of Tuta absoluta (Lepidoptera: Gelechiidae) from Bangladesh. Journal of Agricultural and Urban Entomology. 32(1):101-105;2016.0
Tuta absoluta;Kenya;Afrotropical;0.0;;0.0;0.0;1.0;1.0;2013.0;Hossain, M. et al. (2016). First Record of Tuta absoluta (Lepidoptera: Gelechiidae) from Bangladesh. Journal of Agricultural and Urban Entomology. 32(1):101-105;2016.0
Tuta absoluta;Kosovo;Palearctic;0.0;;0.0;0.0;1.0;1.0;2010.0;Hossain, M. et al. (2016). First Record of Tuta absoluta (Lepidoptera: Gelechiidae) from Bangladesh. Journal of Agricultural and Urban Entomology. 32(1):101-105;2016.0
Tuta absoluta;Lebanon;Saharo-Arabian;0.0;;0.0;0.0;1.0;1.0;2010.0;Hossain, M. et al. (2016). First Record of Tuta absoluta (Lepidoptera: Gelechiidae) from Bangladesh. Journal of Agricultural and Urban Entomology. 32(1):101-105;2016.0
Tuta absoluta;Lithuania;Palearctic;0.0;;0.0;0.0;1.0;1.0;2010.0;Hossain, M. et al. (2016). First Record of Tuta absoluta (Lepidoptera: Gelechiidae) from Bangladesh. Journal of Agricultural and Urban Entomology. 32(1):101-105;2016.0
Tuta absoluta;Mali;Afrotropical;0.0;;0.0;0.0;1.0;1.0;2015.0;Hossain, M. et al. (2016). First Record of Tuta absoluta (Lepidoptera: Gelechiidae) from Bangladesh. Journal of Agricultural and Urban Entomology. 32(1):101-105;2016.0
Tuta absoluta;Montenegro;Palearctic;0.0;;0.0;0.0;1.0;1.0;2011.0;Hossain, M. et al. (2016). First Record of Tuta absoluta (Lepidoptera: Gelechiidae) from Bangladesh. Journal of Agricultural and Urban Entomology. 32(1):101-105;2016.0
Tuta absoluta;Nepal;Sino-Japanese;0.0;;0.0;0.0;1.0;1.0;2016.0;Hossain, M. et al. (2016). First Record of Tuta absoluta (Lepidoptera: Gelechiidae) from Bangladesh. Journal of Agricultural and Urban Entomology. 32(1):101-105;2016.0
Tuta absoluta;Niger;Afrotropical;0.0;;0.0;0.0;1.0;1.0;2012.0;Hossain, M. et al. (2016). First Record of Tuta absoluta (Lepidoptera: Gelechiidae) from Bangladesh. Journal of Agricultural and Urban Entomology. 32(1):101-105;2016.0
Tuta absoluta;Oman;Saharo-Arabian;0.0;;0.0;0.0;1.0;1.0;2011.0;Hossain, M. et al. (2016). First Record of Tuta absoluta (Lepidoptera: Gelechiidae) from Bangladesh. Journal of Agricultural and Urban Entomology. 32(1):101-105;2016.0
Tuta absoluta;Panama;Panamanian;0.0;;0.0;0.0;1.0;1.0;2013.0;Hossain, M. et al. (2016). First Record of Tuta absoluta (Lepidoptera: Gelechiidae) from Bangladesh. Journal of Agricultural and Urban Entomology. 32(1):101-105;2016.0
Tuta absoluta;Qatar;Saharo-Arabian;0.0;;0.0;0.0;1.0;1.0;2010.0;Hossain, M. et al. (2016). First Record of Tuta absoluta (Lepidoptera: Gelechiidae) from Bangladesh. Journal of Agricultural and Urban Entomology. 32(1):101-105;2016.0
Tuta absoluta;Romania;Palearctic;0.0;;0.0;0.0;1.0;1.0;2009.0;Hossain, M. et al. (2016). First Record of Tuta absoluta (Lepidoptera: Gelechiidae) from Bangladesh. Journal of Agricultural and Urban Entomology. 32(1):101-105;2016.0
Tuta absoluta;Russia Asia;Palearctic;0.0;;0.0;0.0;1.0;1.0;2009.0;Hossain, M. et al. (2016). First Record of Tuta absoluta (Lepidoptera: Gelechiidae) from Bangladesh. Journal of Agricultural and Urban Entomology. 32(1):101-105;2016.0
Tuta absoluta;Saudi Arabia;Saharo-Arabian;0.0;;0.0;0.0;1.0;1.0;2009.0;Hossain, M. et al. (2016). First Record of Tuta absoluta (Lepidoptera: Gelechiidae) from Bangladesh. Journal of Agricultural and Urban Entomology. 32(1):101-105;2016.0
Tuta absoluta;Slovenia;Palearctic;0.0;;0.0;0.0;1.0;1.0;2009.0;Hossain, M. et al. (2016). First Record of Tuta absoluta (Lepidoptera: Gelechiidae) from Bangladesh. Journal of Agricultural and Urban Entomology. 32(1):101-105;2016.0
Tuta absoluta;Ukraine;Palearctic;0.0;;0.0;0.0;1.0;1.0;2014.0;Hossain, M. et al. (2016). First Record of Tuta absoluta (Lepidoptera: Gelechiidae) from Bangladesh. Journal of Agricultural and Urban Entomology. 32(1):101-105;2016.0
Tuta absoluta;United Arab Emirates;Saharo-Arabian;0.0;;0.0;0.0;1.0;1.0;2010.0;Hossain, M. et al. (2016). First Record of Tuta absoluta (Lepidoptera: Gelechiidae) from Bangladesh. Journal of Agricultural and Urban Entomology. 32(1):101-105;2016.0
Tuta absoluta;Uzbekistan;Palearctic;0.0;;0.0;0.0;1.0;1.0;2015.0;Hossain, M. et al. (2016). First Record of Tuta absoluta (Lepidoptera: Gelechiidae) from Bangladesh. Journal of Agricultural and Urban Entomology. 32(1):101-105;2016.0
Tuta absoluta;Yemen;Saharo-Arabian;0.0;;0.0;0.0;1.0;1.0;2010.0;Hossain, M. et al. (2016). First Record of Tuta absoluta (Lepidoptera: Gelechiidae) from Bangladesh. Journal of Agricultural and Urban Entomology. 32(1):101-105;2016.0
Tuta absoluta;Zambia;Afrotropical;0.0;;0.0;0.0;1.0;1.0;2015.0;Hossain, M. et al. (2016). First Record of Tuta absoluta (Lepidoptera: Gelechiidae) from Bangladesh. Journal of Agricultural and Urban Entomology. 32(1):101-105;2016.0
Tuta absoluta;Algeria;Saharo-Arabian;0.0;1.0;0.0;0.0;1.0;1.0;2008.0;Potting, T. (2013). Pest Risk Analysis, Tuta absoluta, Tomato Leaf Miner Moth of South American Tomato Moth. Ministry of Agriculture, Nature and Food Quality, Wageningen (Netherlands);2013.0
Tuta absoluta;France;Palearctic;0.0;1.0;0.0;0.0;1.0;1.0;2009.0;Potting, T. (2013). Pest Risk Analysis, Tuta absoluta, Tomato Leaf Miner Moth of South American Tomato Moth. Ministry of Agriculture, Nature and Food Quality, Wageningen (Netherlands);2013.0
Tuta absoluta;Greece;Palearctic;0.0;1.0;0.0;0.0;1.0;1.0;2009.0;Potting, T. (2013). Pest Risk Analysis, Tuta absoluta, Tomato Leaf Miner Moth of South American Tomato Moth. Ministry of Agriculture, Nature and Food Quality, Wageningen (Netherlands);2013.0
Tuta absoluta;Libya;Saharo-Arabian;0.0;;0.0;0.0;1.0;1.0;2009.0;Potting, T. (2013). Pest Risk Analysis, Tuta absoluta, Tomato Leaf Miner Moth of South American Tomato Moth. Ministry of Agriculture, Nature and Food Quality, Wageningen (Netherlands);2013.0
Tuta absoluta;Malta;Saharo-Arabian;0.0;1.0;0.0;0.0;1.0;1.0;2009.0;Potting, T. (2013). Pest Risk Analysis, Tuta absoluta, Tomato Leaf Miner Moth of South American Tomato Moth. Ministry of Agriculture, Nature and Food Quality, Wageningen (Netherlands);2013.0
Tuta absoluta;Morocco;Saharo-Arabian;0.0;1.0;0.0;0.0;1.0;1.0;2008.0;Potting, T. (2013). Pest Risk Analysis, Tuta absoluta, Tomato Leaf Miner Moth of South American Tomato Moth. Ministry of Agriculture, Nature and Food Quality, Wageningen (Netherlands);2013.0
Tuta absoluta;Portugal;Palearctic;0.0;1.0;0.0;0.0;1.0;1.0;2009.0;Potting, T. (2013). Pest Risk Analysis, Tuta absoluta, Tomato Leaf Miner Moth of South American Tomato Moth. Ministry of Agriculture, Nature and Food Quality, Wageningen (Netherlands);2013.0
Tuta absoluta;Switzerland;Palearctic;0.0;1.0;0.0;0.0;1.0;1.0;2009.0;Potting, T. (2013). Pest Risk Analysis, Tuta absoluta, Tomato Leaf Miner Moth of South American Tomato Moth. Ministry of Agriculture, Nature and Food Quality, Wageningen (Netherlands);2013.0
Tuta absoluta;Tunisia;Saharo-Arabian;0.0;1.0;0.0;0.0;1.0;1.0;2009.0;Potting, T. (2013). Pest Risk Analysis, Tuta absoluta, Tomato Leaf Miner Moth of South American Tomato Moth. Ministry of Agriculture, Nature and Food Quality, Wageningen (Netherlands);2013.0
Tuta absoluta;United Kingdom;Palearctic;0.0;1.0;0.0;0.0;1.0;1.0;2009.0;Potting, T. (2013). Pest Risk Analysis, Tuta absoluta, Tomato Leaf Miner Moth of South American Tomato Moth. Ministry of Agriculture, Nature and Food Quality, Wageningen (Netherlands);2013.0
Tuta absoluta;Tanzania;Afrotropical;0.0;;0.0;0.0;1.0;1.0;;Pullaiah, T., Ielmini, M. (Eds.) (2021). Invasive Alien Species: Observations and Issues from Around the World. Volume 1: Issues and Invasions in Africa. Wiley. 380pp;2021.0
Tuta absoluta;Togo;Afrotropical;0.0;;0.0;0.0;1.0;1.0;;Pullaiah, T., Ielmini, M. (Eds.) (2021). Invasive Alien Species: Observations and Issues from Around the World. Volume 1: Issues and Invasions in Africa. Wiley. 380pp;2021.0
Tuta absoluta;Zimbabwe;Afrotropical;0.0;;0.0;0.0;1.0;1.0;;Pullaiah, T., Ielmini, M. (Eds.) (2021). Invasive Alien Species: Observations and Issues from Around the World. Volume 1: Issues and Invasions in Africa. Wiley. 380pp;2021.0
Tuta absoluta;Morocco;Saharo-Arabian;0.0;1.0;0.0;0.0;1.0;1.0;2008.0;Ouardi, K. et al. (2012). Strategie Nationale de luttecontre la mineuse de la tomate Tuta absoluta Meyrick. EPPO Bulletin. 42: 281-290;2012.0
Tuta absoluta;Italy;Palearctic;0.0;1.0;0.0;0.0;1.0;1.0;2009.0;Bagnoli, B. et al. (2010). Toscana [Tuscany]. In: Tuta absoluta: Guida alla conoscenza e recenti acquisizioni per una corretta difesa [Tuta absoluta: An Information Guide and Recent Acquisitions for Correct Pest Management] (Ed. Sannino, L. and Espinosa, B.), pp. 85-87. Edizioni Linformatore Agrario, Verona (Italy);2010.0
Tuta absoluta;Spain;Palearctic;0.0;0.0;0.0;0.0;1.0;1.0;2006.0;Oztemiz, S. (2014).Tuta absoluta Povolny (Lepidoptera: Gelechiidae), the exotic pest in Turkey. Romanian Journal of Biology. 59(1): 47-58;2014.0
Tuta absoluta;Turkey;Palearctic;0.0;1.0;0.0;0.0;1.0;1.0;2009.0;Oztemiz, S. (2014).Tuta absoluta Povolny (Lepidoptera: Gelechiidae), the exotic pest in Turkey. Romanian Journal of Biology. 59(1): 47-58;2014.0
Tuta absoluta;Spain;Palearctic;0.0;0.0;0.0;0.0;1.0;1.0;2006.0;Urbaneja, A. et al. (2007). La polilla del tomate, Tuta absoluta [The tomato leaf miner: Tuta absoluta]. Phytoma Espana. 194: 16-24;2007.0
Tuta absoluta;Romania;Palearctic;0.0;;0.0;0.0;1.0;;2000.0;Timus, A. (2015). The Invasive Entomofauna of the Holometabola Group, Superorder Mecopteroidea for Republic of Moldova. Current Trends in Natural Sciences. 4(7): 50-58;2015.0
Tuta absoluta;Netherlands;Palearctic;0.0;1.0;0.0;0.0;1.0;1.0;2010.0;Desneux, N. et al. (2011). The invasive South American tomato pinworm, Tuta absoluta, continues to spread in Afro-Eurasia and beyond: the new threat to tomato world production. Journal of Pest Science. 84: 403-408;2011.0
Tuta absoluta;Kyrgyzstan;Palearctic;0.0;;0.0;0.0;1.0;1.0;2016.0;Uulu, T. et al. (2017). First record of tomato leafminer Tuta absoluta Meyrick (Lepidoptera: Gelechiidae) in Kyrgyzstan. Bulletin OEPP/EPPO Bulletin. 47(2): 285-287;2017.0
Tuta absoluta;Tajikistan;Palearctic;0.0;;0.0;0.0;1.0;1.0;2016.0;Saidov, N. et al. (2018). First Report of Invasive South American Tomato Leaf Miner Tuta absoluta (Meyrick) (Lepidoptera: Gelechiidae) in Tajikistan. Florida Entomologist. 101(1): 147-149;2018.0
Tuta absoluta;Cyprus;Saharo-Arabian;0.0;;0.0;0.0;1.0;1.0;2010.0;Demetriou, J. et al. (2023). The Alien to Cyprus Entomofauna (ACE) database: a review of the current status of alien insects (Arthropoda, Insecta) including an updated species checklist, discussion on impacts and recommendations for informing management. NeoBiota. 83: 11-42;2023.0
Tuta absoluta;Iran;Saharo-Arabian;0.0;;0.0;0.0;1.0;1.0;;Pullaiah, T., Ielmini, M. (Eds.) (2021). Invasive Alien Species: Observations and Issues from Around the World. Volume 2: Issues and Invasions in Asia and the Pacific region. Wiley. 304pp;2021.0
Tuta absoluta;Egypt;Saharo-Arabian;0.0;;0.0;0.0;1.0;1.0;2008.0;Salem, S., Abdel-Moniem, H. (2015). Evaluation of non-traditional approaches for controlling tomato moth, Tuta absoluta Meyrick (Lepidoptera, Gelechiidae), a new invasive pest in Egypt. Archives of Phytopathology and Plant Protection. 48(4): 319-326;2015.0
Tuta absoluta;Kuwait;Saharo-Arabian;0.0;;0.0;0.0;1.0;1.0;2010.0;Jallow, M. et al. (2019). Baseline susceptibility and assessment of resistance risk to flubendiamide and chlorantraniliprole in Tuta absoluta (Lepidoptera: Gelechiidae) populations from Kuwait. Applied Entomology and Zoology. 54: 91-99;2019.0
Tuta absoluta;Kenya;Afrotropical;0.0;;0.0;0.0;1.0;1.0;;Kinyanjui, G. et al. (2019). Infestation Levels and Molecular Identification Based on Mitochondrial COI Barcode Region of Five Invasive Gelechiidae Pest Species in Kenya. Journal of Economic Entomology. 112(2): 872-882;2019.0
Tuta absoluta;South Africa;Afrotropical;0.0;;0.0;0.0;1.0;1.0;2016.0;Visser, D. et al. (2017). First records of the tomato leaf miner Tuta absoluta (Meyrick, 1917) (Lepidoptera: Gelechiidae) in South Africa. BioInvasions Records. 6(4): 301-305;2017.0
Tuta absoluta;Uganda;Afrotropical;0.0;;0.0;0.0;1.0;1.0;2015.0;Tumuhaise, V. et al. (2016). First record of Tuta absoluta (Lepidoptera: Gelechiidae) in Uganda. International Journal of Tropical Insect Science. 36(3): 135-139;2016.0
Tuta absoluta;Botswana;Afrotropical;0.0;;0.0;0.0;1.0;1.0;2017.0;Mutamiswa, R. et al. (2017). First report of tomato leaf miner, Tuta absoluta (Meyrick) (Lepidoptera: Gelechiidae), in Botswana. Agriculture and Food Security. 6: 49;2017.0
Tuta absoluta;Nigeria;Afrotropical;0.0;;0.0;0.0;1.0;1.0;2015.0;Aigbedion-Atalor, P. et al. (2019). Tuta absoluta (Lepidoptera: Gelechiidae) invasion in Nigeria: first report of its distribution. Journal of Plant Diseases and Protection. 126: 603-606;2019.0
Tuta absoluta;Tanzania;Afrotropical;0.0;1.0;0.0;0.0;1.0;1.0;2014.0;Chidege, M. et al. (2016). First record of tomato leaf miner Tuta absoluta (Meyrick) (Lepidoptera: Gelechiidae) in Tanzania. Agriculture and Food Security. 5: 17;2016.0
Tuta absoluta;Burkina Faso;Afrotropical;0.0;;0.0;0.0;1.0;1.0;2017.0;Fiaboe, K. et al. (2021). First report and distribution of the South American tomato pinworm, Tuta absoluta (Meyrick) (Lepidoptera: Gelechiidae) in Togo. Phytoparasitica. 49:167-177;2021.0
Tuta absoluta;Togo;Afrotropical;0.0;;0.0;0.0;1.0;1.0;2019.0;Fiaboe, K. et al. (2021). First report and distribution of the South American tomato pinworm, Tuta absoluta (Meyrick) (Lepidoptera: Gelechiidae) in Togo. Phytoparasitica. 49:167-177;2021.0
Tuta absoluta;Senegal;Afrotropical;0.0;0.0;0.0;0.0;1.0;1.0;2012.0;Pfeiffer, D. et al. (2013). First record of Tuta absoluta (Lepidoptera: Gelechiidae) in Senegal. Florida Entomologist. 96(2): 661-662;2013.0
Tuta absoluta;Burundi;Afrotropical;0.0;;0.0;0.0;1.0;1.0;2018.0;Ndayizeye, L. et al. (2019). First record of Tuta absoluta (Meyrick) (Lepidoptera: Gelechiidae) in Burundi. Bulletin OEPP/EPPO Bulletin. 49(2): 388-390;2019.0
Tuta absoluta;Cote dIvoire;Afrotropical;0.0;1.0;0.0;0.0;1.0;1.0;2020.0;Konan, K. et al. (2022). Geographical distribution and host range status of Tuta absoluta Meyrick (Lepidoptera: Gelechiidae) in Cote dIvoire. International Journal of Tropical Insect Science. 42: 365-377;2022.0
Tuta absoluta;India;Oriental;0.0;;0.0;0.0;1.0;1.0;2013.0;Deshmukh, S. et al. (2018). First report of the Fall armyworm, Spodoptera frugiperda (J E Smith) (Lepidoptera: Noctuidae), an alien invasive pest on maize in India. Pest Management in Horticultural Ecosystems. 24(1): 23-29;2018.0
Tuta absoluta;India;Oriental;0.0;;0.0;0.0;1.0;1.0;2014.0;Sridhar, V. et al. (2014). New record of the invasive South American tomato leaf miner, Tuta absoluta (Meyrick) (Lepidoptera: Gelechiidae) in India. Pest Management in Horticultural Ecosystems. 20(2): 148-154;2014.0
Tuta absoluta;Nepal;Sino-Japanese;0.0;0.0;0.0;0.0;1.0;1.0;2016.0;Bajracharya, A. et al. (2016). The first record of South American tomato leaf miner, Tuta absoluta (Meyrick 1917) (Lepidoptera: Gelechiidae) in Nepal. JEZS. 4(4): 1359-1363;2016.0
Tuta absoluta;Israel;Saharo-Arabian;0.0;1.0;0.0;0.0;1.0;1.0;2009.0;Seplyarsky, V. et al. (2010). Tuta absoluta Povolny (Lepidoptera: Gelechiidae), a new invasive species in Israel. Phytoparasitica. 38: 445-446;2010.0
Tuta absoluta;Syria;Saharo-Arabian;0.0;;0.0;0.0;1.0;1.0;2009.0;Seplyarsky, V. et al. (2010). Tuta absoluta Povolny (Lepidoptera: Gelechiidae), a new invasive species in Israel. Phytoparasitica. 38: 445-446;2010.0
Tuta absoluta;Turkey;Palearctic;0.0;1.0;0.0;0.0;1.0;1.0;2009.0;Seplyarsky, V. et al. (2010). Tuta absoluta Povolny (Lepidoptera: Gelechiidae), a new invasive species in Israel. Phytoparasitica. 38: 445-446;2010.0
Typhonia beatricis;Germany;Palearctic;;;0.0;;1.0;1.0;;Invasive Species Specialist Group ISSG (2020). Global Register of Introduced and Invasive Species GRIIS.;2020.0
Tyria jacobaea;United States;Nearctic;0.0;0.0;0.0;1.0;1.0;1.0;;Yamanaka, T. et al. (2015). Comparison of insect invasions in North America, Japan and their Islands. Biological Invasions. 17(10): 3049-3061;2015.0
Tyria jacobaeae;United States;Nearctic;;;0.0;0.0;1.0;1.0;;Simpson, A. et al. (2022). United States Register of Introduced and Invasive Species (US-RIIS) (ver. 2.0, November 2022): U.S. Geological Survey data release.;2022.0
Tyria jacobaeae;Australia;Australian;;;0.0;;1.0;1.0;;Mally, R. et al. (2022). Moths and butterflies on alien shores - global biogeography of non-native Lepidoptera. Dryad, Dataset.;2022.0
Tyria jacobaeae;New Zealand;Australian;;;0.0;;1.0;1.0;;Mally, R. et al. (2022). Moths and butterflies on alien shores - global biogeography of non-native Lepidoptera. Dryad, Dataset.;2022.0
Tyria jacobaeae;Canada;Nearctic;;;0.0;;1.0;1.0;;Invasive Species Specialist Group ISSG (2020). Global Register of Introduced and Invasive Species GRIIS.;2020.0
Tyria jacobaeae;Canada;Nearctic;0.0;0.0;0.0;1.0;1.0;1.0;;Shropshire, K., Tallamy, D. (2025). Lepidoptera of North American north of Mexico: An annotated list containing geographic ranges and host plant records. ZooKeys;2025.0
Tyria jacobaeae;New Zealand;Australian;0.0;;0.0;1.0;1.0;1.0;1929.0;Turner, R. et al. (2024). International Non-native Insect Establishment Data (0.2.1) [Data set]. Zenodo;2024.0
Tyria jacobaeae;United States;Nearctic;0.0;0.0;0.0;1.0;1.0;1.0;;Shropshire, K., Tallamy, D. (2025). Lepidoptera of North American north of Mexico: An annotated list containing geographic ranges and host plant records. ZooKeys;2025.0
Tyria jacobaeae;Canada;Nearctic;0.0;;0.0;1.0;1.0;1.0;;Shropshire, K., Tallamy, D. (2025). Lepidoptera of North American north of Mexico: An annotated list containing geographic ranges and host plant records. ZooKeys;2025.0
Tyria jacobaeae;United States;Nearctic;0.0;;0.0;1.0;1.0;1.0;;Shropshire, K., Tallamy, D. (2025). Lepidoptera of North American north of Mexico: An annotated list containing geographic ranges and host plant records. ZooKeys;2025.0
Tyta luctuosa;United States;Nearctic;0.0;;0.0;1.0;1.0;1.0;1993.0;Simpson, A. et al. (2022). United States Register of Introduced and Invasive Species (US-RIIS) (ver. 2.0, November 2022): U.S. Geological Survey data release.;2022.0
Tyta luctuosa;United States;Nearctic;0.0;0.0;0.0;1.0;1.0;1.0;1993.0;Shropshire, K., Tallamy, D. (2025). Lepidoptera of North American north of Mexico: An annotated list containing geographic ranges and host plant records. ZooKeys;2025.0
Tyta luctuosa;United States;Nearctic;0.0;;0.0;1.0;1.0;1.0;1993.0;Shropshire, K., Tallamy, D. (2025). Lepidoptera of North American north of Mexico: An annotated list containing geographic ranges and host plant records. ZooKeys;2025.0
Udea rubigalis;Hawaii;Nearctic;0.0;0.0;0.0;0.0;1.0;0.0;;Nishida, G. (2002). Hawaiian terrestrial arthropod checklist. Fourth edition. Bishop Museum Press. 313 pp;2002.0
Unadilla maturella;Galapagos;Neotropical;;;0.0;;1.0;1.0;;Mally, R. et al. (2022). Moths and butterflies on alien shores - global biogeography of non-native Lepidoptera. Dryad, Dataset.;2022.0
Unadilla maturella;Galapagos;Neotropical;;;0.0;;1.0;1.0;;Turner, R. et al. (2024). International Non-native Insect Establishment Data (0.2.1) [Data set]. Zenodo;2024.0
Uraba lugens;New Zealand;Australian;;;0.0;;1.0;1.0;;Mally, R. et al. (2022). Moths and butterflies on alien shores - global biogeography of non-native Lepidoptera. Dryad, Dataset.;2022.0
Uraba lugens;New Zealand;Australian;;;0.0;;1.0;1.0;2001.0;Turner, R. et al. (2024). International Non-native Insect Establishment Data (0.2.1) [Data set]. Zenodo;2024.0
Uraba lugens;New Zealand;Australian;0.0;0.0;0.0;0.0;1.0;1.0;1997.0;Hoare, R. (2001). Adventive species of Lepidoptera recorded for the first time in New Zealand since 1988. New Zealand Entomologist. 24: 23-47;2001.0
Uraba lugens;New Zealand;Australian;0.0;;0.0;0.0;;1.0;1992.0;Berndt, L., Allen, G. (2010). Biology and pest status of Uraba lugens Walker (Lepidoptera: Nolidae) in Australia and New Zealand. Australian Journal of Entomology. 49: 268-277;2010.0
Uraba lugens;New Zealand;Australian;0.0;;0.0;0.0;;1.0;1992.0;Withers, T. et al. (2011). Risk posed by the invasive defoliator Uraba lugens to New Zealand native flora. Agricultural and Forest Entomology. 13: 99-110;2011.0
Uraba lugens;New Zealand;Australian;;;0.0;;1.0;1.0;1992.0;CAB International (CABI) (2024). CABI Invasive Species Compendium.;2024.0
