;Cosmopolitan;Continent;Species;Realm;ReferenceYear;Reference
139;0;Asia;Anthophila nemorana;Palearctic;2014;de Prins, W., Baugnee, J., Georis, A., Spronck, R. and Spronck, R. (2014). Choreutis nemorana (Lepidoptera: Choreutidae) well established in Belgium. Phegea. 42(2): 29-32
140;0;Asia;Lampides boeticus;Palearctic;2021;Edge, D. and Westrip, J. (2021). Lampides boeticus. The IUCN Red List of Threatened Species 2021: e.T174427A161341394
141;0;Asia;Vanessa atalanta;Palearctic;2020;Walker, A. (2020). Vanessa atalanta. The IUCN Red List of Threatened Species 2020: e.T174225A172421220.
142;0;Asia;Danaus chrysippus;Palearctic;2021;Westrip, J. (2021). Danaus chrysippus (errata version published in 2022). The IUCN Red List of Threatened Species 2021: e.T174455A222994680
143;0;Asia;Acleris rhombana;Palearctic;2009;Alipanah, H. (2009). A brief study on the tribes Tortricini and Archipini (Lepidoptera: Tortricinae) from Iran. Entomofauna. 10: 137-152
144;0;Asia;Hedya salicella;Palearctic;2017;Maharramova, S. and Ayberk, H. (2017). New records of leafrollers reared in Azerbaijan (Lepidoptera: Tortricidae). Linz Biol Beitr. 49(1): 677-686
145;0;Asia;Caradrina clavipalpis;Palearctic;2024;de Prins J. and de Prins W. (2024). Afromoths, online database of Afrotropical moth species (Lepidoptera). Available at: http://www.afromoths.net
146;0;North America;Ancylostomia stercorea;Panamanian;1972;Barrow, R. (1972). The bionomics of Ancyclostomia stercorea (zeller): a pod-borer on pigeon pea in Trinidad. [PhD Thesis, McGill University, Quebec]
147;0;North America;Spodoptera ornithogalli;Panamanian;2019;Brito, R., Specht, A., Gonçalves, G., Moreira, G., Carneiro, E., Santos, F., ... and Casagrande, M. (2019). Spodoptera marima: a new synonym of Spodoptera ornithogalli (Lepidoptera: Noctuidae), with notes on adult morphology, host plant use and genetic variation along its geographic range. Neotropical Entomology, 48: 433-448
148;0;North America;Spodoptera eridania;Panamanian;2023;Zhang, Y., Zhao, H., Qi, Y., Li, M., Yang, N., Guo, J., ... and Liu, W. (2023). Global potential geographical distribution of the southern armyworm (Spodoptera eridania) under climate change. Biology. 12(7): 1040
149;0;North America;Hypsipyla grandella;Panamanian;2024;CAB International (CABI) (2024). CABI Invasive Species Compendium. Available at: https://www.cabidigitallibrary.org/product/QI
150;0;Australia;Achyra affinitalis;Australian;2022;Grain Research and Development Corporation (2022). Weed Web Moth Fact Sheet. Available at: https://grdc.com.au/resources-and-publications/all-publications/factsheets/2022/weed-web-moth-fact-sheet
151;0;Australia;Parectopa alysidota;Australian;1980;Van den Berg, M. (1980). Natural enemies of Acacia cyclops A. Cunn ex G. Don and Acacia saligna (Labill.) Wendl. in Western Australia. I. Lepidoptera. Phytophylactica, 12(3), 165-167
152;0;Australia;Acrocercops laciniella;Australian;2001;Hoare, R. (2001). Adventive species of Lepidoptera recorded for the first time in New Zealand since 1988. New Zealand Entomologist. 24: 23-47
153;0;Australia;Anarsia dryinopa;Australian;1987;Lower, O. (1897) Descriptions of New Australian Lepidoptera. Transactions of the Royal Society of South Australia. 21: 50-60
154;0;Australia;Aristaea thalassias;Australian;2011;Gordon, A. (2011). Biological control endeavours against Australian myrtle, Leptospermum laevigatum (Gaertn.) F. Muell.(Myrtaceae), in South Africa. African Entomology, 19(1): 349-355
155;0;Australia;Artigisa melanephele;Australian;2001;Hoare, R. (2001). Adventive species of Lepidoptera recorded for the first time in New Zealand since 1988. New Zealand Entomologist. 24: 23-47
156;0;Australia;Athetis tenuis;Australian;1979;Roberts, L. (1979). Insects from the Cavalli Islands. Tane, 25: 125-131
157;0;Australia;Balanomis encyclia;Australian;1887;Meyrick, E. (1887). On Pyralidina from Australia and the South Pacific. The Transactions of the Entomological Society of London for the Year of 1887: 185-268
158;0;Australia;Barea confusella;Australian;2001;Withers, T. (2001). Colonization of eucalypts in New Zealand by Australian insects. Austral Ecology, 26(5): 467-476
159;0;Australia;Barea consignatella;Australian;2001;Withers, T. (2001). Colonization of eucalypts in New Zealand by Australian insects. Austral Ecology, 26(5): 467-476
160;0;Australia;Bathytricha truncata;Australian;1990;Common, I. (1990). Moths of Australia. BRILL
161;0;Australia;Bleszynskia malacelloides;Australian;2001;Hoare, R. (2001). Adventive species of Lepidoptera recorded for the first time in New Zealand since 1988. New Zealand Entomologist. 24: 23-47
162;0;Australia;Borbo cinnara;Australian;2024;Inayoshi, Y. (2024). A Check List of Butterflies in Indo-China - Chiefly from Thailand, Laos and Vietnam. Available at: https://yutaka.it-n.jp/index.html
163;0;Australia;Bucculatrix gossypii;Australian;1990;Common, I. (1990). Moths of Australia. BRILL
164;0;Australia;Capua intractana;Australian;2022;Mally, R., Turner, R., Blake, R., Fenn-Moltu, G., Bertelsmeier, C., Brockerhoff, E., ... and Liebhold, A. (2022), Moths and butterflies on alien shores - global biogeography of non-native Lepidoptera. Dryad, Dataset. Available at: https://doi.org/10.5061/dryad.31zcrjdnw
165;0;Australia;Carposina neurophorella;Australian;2022;Mally, R., Turner, R., Blake, R., Fenn-Moltu, G., Bertelsmeier, C., Brockerhoff, E., ... and Liebhold, A. (2022), Moths and butterflies on alien shores - global biogeography of non-native Lepidoptera. Dryad, Dataset. Available at: https://doi.org/10.5061/dryad.31zcrjdnw
166;0;Australia;Cebysa leucotelus;Australian;2022;Mally, R., Turner, R., Blake, R., Fenn-Moltu, G., Bertelsmeier, C., Brockerhoff, E., ... and Liebhold, A. (2022), Moths and butterflies on alien shores - global biogeography of non-native Lepidoptera. Dryad, Dataset. Available at: https://doi.org/10.5061/dryad.31zcrjdnw
167;0;Australia;Cizara ardeniae;Australian;2001;Hoare, R. (2001). Adventive species of Lepidoptera recorded for the first time in New Zealand since 1988. New Zealand Entomologist. 24: 23-47
168;0;Australia;Zomariana doxasticana;Australian;2001;Hoare, R. (2001). Adventive species of Lepidoptera recorded for the first time in New Zealand since 1988. New Zealand Entomologist. 24: 23-47
169;0;Australia;Zizula hylax;Australian;2013;Fric, Z. and Hula, V. (2013).  Zizula hylax (Fabricius, 1775) new butterfly species for Socotra (Lepidoptera: Lycaenidae). SHILAP Revista de Lepidopterologia. 41(164): 571-575
170;0;Australia;Zizeeria knysna;Australian;2009;Tolman, T. and Lewington, R. (2009). Collins Butterfly Guide. HarperCollins Publishers
171;0;Australia;Tiracola plagiata;Australian;1980;Mandal, D. and Shukla, J. (1980). Redescription of the Genus and Species Tiracola plagiata (Walker)[Lepidoptera: Noctuidae]. Records of the Zoological Survey of India, 76: 87-92
172;0;Australia;Thyas coronata;Australian;2008;Kawazu, K., Otuka, A., Adati, T., Tonogouchi, H. and Yase, J. (2008). Lepidoptera captured on the East China Sea in 2005 and predicted migration sources. Entomological science, 11(3): 315-322
173;0;Australia;Tachystola hemisema;Australian;2024;Austin, K. and Rubinoff, D. (2024). New records of introduced Lepidoptera in the Hawaiian Islands for the year 2023. Bishop Museum Occasional Papers 156: 111–121
174;0;Australia;Strepsicrates semicanella;Australian;2005;Wakamura, S., Arakaki, N. and Kinjo, K. (2005). Sex pheromone components of an olethreutid moth, Strepsicrates semicanella (Walker)(Lepidoptera: Tortricidae), a pest of guava and eucalyptus in Okinawa. Applied entomology and zoology, 40(4): 637-642
175;0;Australia;Strepsicrates macropetana;Australian;2000;Mauchline, N. (2000). Important biological and ecological aspects of Strepsicrates macropetana Meyrick (Lepidoptera: Tortricidae): a thesis presented in partial fulfilment of the requirements for the degree of Master of Science in Plant Protection at Massey University [MsC Thesis, Massey University]
176;0;Australia;Strepsicrates infensa;Australian;2001;Withers, T. (2001). Colonization of eucalypts in New Zealand by Australian insects. Austral Ecology, 26(5): 467-476
177;0;Australia;Stegommata sulfuratella;Australian;1999;Withers, T. and Kay, M. (1999). Establishment of forestry and tree pests in New Zealand. In Proceedings of the New Zealand Plant Protection Conference, 52: 278-278
178;0;Australia;Stegommata leptomitella;Australian;2001;Hoare, R. (2001). Adventive species of Lepidoptera recorded for the first time in New Zealand since 1988. New Zealand Entomologist. 24: 23-47
179;0;Australia;Stathmopoda melanochra;Australian;1944;Ramchandra R. and Cherian, M. (1944). The Fluted Scale, Icerya purchasi Mask., as a Pest of Wattle in South India, and its Control by the biological method. The Madras Agricultural Journal, 32(3-4): 92-102
180;0;Australia;Stathmopoda auriferella;Australian;2018;Park, K., Cho, S., Na, S., Shin, Y. and Kim, S. (2018). Genus Stathmopoda Herrich-Shaffer (Lepidoptera, Stathmopodidae) from the Korean Peninsula with two new species. Journal of Asia-Pacific Biodiversity, 11(2): 259-266
181;0;Australia;Stathmopoda cephalaea;Australian;2001;Hoare, R. (2001). Adventive species of Lepidoptera recorded for the first time in New Zealand since 1988. New Zealand Entomologist. 24: 23-47
182;0;Australia;Spulerina isonoma;Australian;2023;Poorani, J. and Thanigairaj, R. (2023). Incidence of mango stem miner Spulerina isonoma (Meyrick) and first record of its parasitoid. Indian Journal of Entomology 85(2): 448-450
183;0;Australia;Sphyrelata amotella;Australian;2001;Hoare, R. (2001). Adventive species of Lepidoptera recorded for the first time in New Zealand since 1988. New Zealand Entomologist. 24: 23-47
184;0;Australia;Chloroclystis filata;Australian;1982;Holloway, J. (1982) Further notes on the Lepidoptera of Norfolk Island, with particular reference to migrant species. Journal of Natural History, 16(3): 351-365
185;0;Australia;Chloroclystis insigillata;Australian;2019;Emmerson, A. and Hoare, R. (2019). Lepidoptera from Redvale, Albany, north of Auckland, New Zealand, 2004-2016: an annotated list. The Weta, 53: 43-70
186;0;Australia;Chlumetia euthysticha;Australian;1985;Holloway, J. (1985). Moths of Borneo 14. Family Noctuidae. Subfamily: Euteliinae, Stictopterinae, Plusinae, Pantheinae. Malayan Nature Journal. Available at: https://www.mothsofborneo.com/part-14/index.htm
187;0;Australia;Scirpophaga innotata;Australian;2006;Litsinger, J., Alviola, A., Dela Cruz, C., Canapi, B., Batay-An III, E. and Barrion, A. (2006). Rice white stemborer Scirpophaga innotata (Walker) in southern Mindanao, Philippines. I. Supplantation of yellow stemborer S. incertulas (Walker) and pest status. International Journal of Pest Management, 52(1): 11-21
188;0;Australia;Sarisophora leucoscia;Australian;2001;Hoare, R. (2001). Adventive species of Lepidoptera recorded for the first time in New Zealand since 1988. New Zealand Entomologist. 24: 23-47
189;0;Australia;Proteuxoa sanguinipuncta;Australian;2017;Hoare, R. (2017). Noctuinae (Insecta: Lepidoptera: Noctuidae) part 1: Austramathes, Cosmodes, Proteuxoa, Physetica. Lincoln, N.Z. : Landcare Research
190;0;Australia;Culladia cuneiferellus;Australian;2001;Hoare, R. (2001). Adventive species of Lepidoptera recorded for the first time in New Zealand since 1988. New Zealand Entomologist. 24: 23-47
191;0;Australia;Prays nephelomima;Australian;2001;Hoare, R. (2001). Adventive species of Lepidoptera recorded for the first time in New Zealand since 1988. New Zealand Entomologist. 24: 23-47
192;0;Australia;Porphyrosela hardenbergiella;Australian;2001;Hoare, R. (2001). Adventive species of Lepidoptera recorded for the first time in New Zealand since 1988. New Zealand Entomologist. 24: 23-47
193;0;Australia;Chilo polychrysa;Australian;1990;Li, C. (1990). Status and control of Chilo spp., their distribution, host range and economic importance in Oceania. International Journal of Tropical Insect Science, 11(4): 535-539
194;0;Australia;Cryptoblabes adoceta;Australian;2023;Austin, K. and Rubinoff, D. (2023). New records of introduced Lepidoptera in the Hawaiian Islands for the year 2022. Bishop Museum Occasional Papers 148: 175–184 
195;0;Australia;Coscinoptycha improbana;Australian;2012;Mille, C., Munzinger, J. and Jourdan, H. (2012). First record of the Australian guava moth Coscinoptycha improbana Meyrick (Lepidoptera: Carposinidae) in New Caledonia: Implication for quarantine and biosecurity surveys in insular territories. Journal of Asia-Pacific Entomology, 15(2): 283-285
196;0;Australia;Cosmodes elegans;Australian;2017;Hoare, R. (2017). Noctuinae (Insecta: Lepidoptera: Noctuidae) part 1: Austramathes, Cosmodes, Proteuxoa, Physetica. Lincoln, N.Z. : Landcare Research
197;0;Australia;Dasypodia cymatodes;Australian;2001;Hoare, R. (2001). Adventive species of Lepidoptera recorded for the first time in New Zealand since 1988. New Zealand Entomologist. 24: 23-47
198;0;Australia;Dasypodia selenophora;Australian;2001;Hoare, R. (2001). Adventive species of Lepidoptera recorded for the first time in New Zealand since 1988. New Zealand Entomologist. 24: 23-47
199;0;Australia;Ephestiopsis oenobarella;Australian;2011;Hoare, R. (2011). Lepidoptera of gumland heaths — a threatened and rare ecosystem of northern New Zealand, New Zealand Entomologist, 34(1): 67-76
200;0;Australia;Cyclophora obstataria;Australian;1997;Holloway, J. (1997). The Moths of Borneo, Part 10 Geometridae, Subfamilies: Sterrhinae and Larentiinae. Southdene Sdn Bhd. Available online at: https://www.mothsofborneo.com/part-10/index.htm
201;0;Australia;Parapoynx stagnalis;Australian;1993;Waterhouse, D. (1993). The major arthropod pests and weeds of agriculture in Southeast Asia: distribution, importance and origin. Australian Centre for International Agricultural Research - ACIAR. Ausralia, Camberra. 
202;0;Australia;Helicoverpa assulta;Australian;1992;Cork, A., Boo, K., Dunkelblum, E., Hall, D., Jee-Rajunga, K., Kehat, M., ... and Xun, L. (1992). Female sex pheromone of oriental tobacco budworm, Helicoverpa assulta (Guenee)(Lepidoptera: Noctuidae): Identification and field testing. Journal of chemical ecology, 18: 403-418
203;0;Australia;Heteroteucha dichroella;Australian;2001;Hoare, R. (2001). Adventive species of Lepidoptera recorded for the first time in New Zealand since 1988. New Zealand Entomologist. 24: 23-47
204;0;Australia;Lecithocera micromela;Australian;2001;Hoare, R. (2001). Adventive species of Lepidoptera recorded for the first time in New Zealand since 1988. New Zealand Entomologist. 24: 23-47
205;0;Australia;Lepidoscia heliochares;Australian;2010;Patrick, B. (2010). Southern spread of moths in New Zealand. The Weta. 40: 32-38
206;0;Australia;Lepidoscia protorna;Australian;2021;Turner, R., Blake, R., Mally, R., and Liebhold, A. (2024). International Non-native Insect Establishment Data (0.2.1) [Data set]. Zenodo.
207;0;Australia;Leptocneria reducta;Australian;1977;Richardson, C. (1977). Notes on some insects intercepted entering New Zealand in 1975. New Zealand Entomologist, 6(3): 309-311
208;0;Australia;Leptocroca sanguinolenta;Australian;2001;Hoare, R. (2001). Adventive species of Lepidoptera recorded for the first time in New Zealand since 1988. New Zealand Entomologist. 24: 23-47
209;0;Australia;Macarostola ida;Australian;2019;Hoare, R., Patrick, B. and Buckley, T. (2019). A new leaf-mining moth from New Zealand, Sabulopteryxbotanica sp. nov.(Lepidoptera, Gracillariidae, Gracillariinae), feeding on the rare endemic shrub Teucriumparvifolium (Lamiaceae), with a revised checklist of New Zealand Gracillariidae. ZooKeys, 865: 39
210;0;Australia;Mampava rhodoneura;Australian;2020;Read, J., Firn, J., Grice, A., Murphy, R., Ryan-Colton, E. and Schlesinger, C. (2020). Ranking buffel: Comparative risk and mitigation costs of key environmental and socio-cultural threats in central Australia. Ecology and Evolution, 10(23): 12745-12763
